DATE,PRICE,NAV,CALCULATED_NAV,INDEX_VALUE,RETURN_OMXS,DISCOUNT/PREMIUM,RETURN,RETURN - OMXS,DISCOUNT/PREMIUM_NORM
2016-11-28,309.3,380.0,374.0,1472.68149394985,7.8,0.20918202392499188,0.2324603944390558,0.15446039443905585,0.49004181732142804
2016-11-29,308.7,380.0,372.0,1467.17810181225,7.61,0.20505344995140917,0.2296728215095563,0.1535728215095563,0.47922825327354035
2016-11-30,311.5,380.0,373.0,1481.14084903734,6.86,0.19743178170144463,0.2343499197431781,0.16574991974317815,0.45926557407726015
2016-12-01,312.2,380.0,373.0,1477.95113060148,7.2,0.1947469570787957,0.2367072389493915,0.16470723894939152,0.4522334794120975
2016-12-02,310.3,380.0,372.0,1470.08278175541,7.84,0.19883983242023842,0.2439574605220753,0.16555746052207537,0.4629535415759115
2016-12-05,316.2,380.0,374.0,1483.28616856019,7.62,0.18279569892473121,0.2273877292852626,0.15118772928526258,0.4209307350919643
2016-12-06,318.6,380.0,374.0,1492.17069893477,7.28,0.17388575015693652,0.2215944758317638,0.14879447583176383,0.39759379059721994
2016-12-07,324.8,380.0,375.0,1503.95381258581,6.66,0.15455665024630538,0.2019704433497536,0.13537044334975357,0.3469669976151752
2016-12-08,326.9,380.0,379.0,1520.14803621574,5.96,0.15937595594983184,0.2006729886815541,0.1410729886815541,0.35958972672815515
2016-12-09,333.8,380.0,381.0,1534.27294885465,5.83,0.14140203714799277,0.1821449970041941,0.12384499700419414,0.3125124251225949
2016-12-12,334.3,380.0,382.0,1537.92540271028,5.66,0.142686209991026,0.1881543523781034,0.13155435237810342,0.31587593159615035
2016-12-13,338.2,380.0,385.0,1550.99848301163,5.6,0.13837965700768778,0.1895328208160852,0.13353282081608522,0.3045962047924333
2016-12-14,337.5,380.0,383.0,1541.38807128439,6.44,0.1348148148148148,0.2,0.1356,0.2952591674473588
2016-12-15,342.5,380.0,388.0,1550.51630921426,6.36,0.13284671532846715,0.2040875912408758,0.14048759124087584,0.2901043197967142
2016-12-16,342.2,380.0,388.0,1548.19522963514,6.65,0.13383985973115142,0.200759789596727,0.13425978959672702,0.29270556436104694
2016-12-19,343.8,380.0,385.0,1542.70913908366,7.16,0.11983711460151247,0.2053519488074461,0.1337519488074461,0.25602956381594866
2016-12-20,344.9,380.0,384.0,1536.72487564366,7.13,0.11336619309944919,0.2029573789504204,0.13165737895042043,0.23908092136478948
2016-12-21,341.2,380.0,382.0,1525.46718314733,8.03,0.11957796014067999,0.2189331770222743,0.1386331770222743,0.25535078625777985
2016-12-22,341.2,380.0,381.0,1519.53883878117,8.21,0.11664712778429077,0.2130715123094958,0.13097151230949586,0.24767434795190787
2016-12-23,343.3,380.0,382.0,1525.80136402455,7.6,0.11272939120302938,0.2053597436644334,0.12935974366443342,0.23741300936010856
2016-12-27,343.8,380.0,383.0,1533.31070328142,7.26,0.11401977894124488,0.2012798138452588,0.12867981384525884,0.2407927938917863
2016-12-28,341.7,380.0,383.0,1527.30402144374,7.54,0.12086625695054144,0.2071992976294996,0.1317992976294996,0.25872509422834455
2016-12-29,340.8,380.0,381.0,1518.3653212244,7.9,0.11795774647887321,0.2068661971830986,0.1278661971830986,0.2511071214196744
2016-12-30,340.5,380.0,380.0,1517.19708986607,7.89,0.11600587371512482,0.198237885462555,0.11933788546255505,0.24599477481303125
2017-01-02,341.9,380.0,382.0,1526.82658186229,7.72,0.11728575606902611,0.2018133957297455,0.12461339572974554,0.24934704363423457
2017-01-03,343.2,380.0,385.0,1534.69689963887,7.31,0.12179487179487183,0.1920163170163171,0.11891631701631714,0.26115732292504196
2017-01-04,342.7,380.0,384.0,1530.92556801771,8.92,0.12051356871899624,0.2086372920922089,0.11943729209220894,0.2578013329477781
2017-01-05,340.0,380.0,383.0,1522.10278065845,9.16,0.1264705882352941,0.213235294117647,0.12163529411764705,0.27340396293241276
2017-01-09,341.6,380.0,383.0,1509.82064359877,9.32,0.12119437939110063,0.2057962529274003,0.1125962529274003,0.259584512770737
2017-01-10,339.7,380.0,386.0,1510.09174757427,9.25,0.1362967324109509,0.2110685899322931,0.11856858993229316,0.29914060712654256
2017-01-11,340.0,380.0,386.0,1511.87615189922,9.72,0.13529411764705881,0.2291176470588234,0.13191764705882345,0.29651455778503194
2017-01-12,338.5,380.0,383.0,1503.30747845734,10.76,0.13146233382570163,0.2336779911373708,0.1260779911373708,0.2864783467264352
2017-01-13,343.4,380.0,386.0,1522.49013166678,9.18,0.12405358182877119,0.1988934187536401,0.10709341875364012,0.2670733379397813
2017-01-16,340.1,380.0,385.0,1512.96890861372,10.49,0.13201999411937657,0.219935313143193,0.11503531314319303,0.2879389709858534
2017-01-17,339.7,380.0,384.0,1507.32014006883,10.93,0.13040918457462472,0.2225493082131293,0.1132493082131293,0.283719937418191
2017-01-18,341.5,380.0,386.0,1515.99220958619,10.34,0.13030746705710103,0.2149341142020497,0.11153411420204971,0.2834535188200085
2017-01-19,342.7,380.0,386.0,1513.91670732568,10.82,0.12634957688940768,0.2156405018967027,0.10744050189670275,0.2730870099245129
2017-01-20,346.4,380.0,387.0,1525.48873608317,9.88,0.11720554272517328,0.2043879907621247,0.10558799076212473,0.24913694878385817
2017-01-23,343.9,380.0,383.0,1504.68796694369,11.0,0.11369584181448103,0.1988950276243095,0.0888950276243095,0.2399443375264254
2017-01-24,349.3,380.0,385.0,1522.85248532038,9.2,0.10220440881763523,0.17348983681649,0.08148983681649002,0.20984596760293142
2017-01-25,356.5,380.0,390.0,1545.98668952855,6.29,0.09396914446002805,0.1338008415147265,0.07090084151472649,0.1882761570213389
2017-01-26,357.0,380.0,393.0,1553.88960123916,5.2,0.10084033613445378,0.1330532212885154,0.0810532212885154,0.20627318740813783
2017-01-27,354.5,380.0,390.0,1538.76139238134,5.96,0.1001410437235543,0.1306064880112835,0.07100648801128352,0.2044416002010661
2017-01-30,351.5,380.0,389.0,1528.88986015867,6.51,0.10668563300142248,0.1388335704125178,0.07373357041251781,0.2215831933458616
2017-01-31,348.9,393.0,398.0,1536.75141048043,5.87,0.14072800229292068,0.1464603038119805,0.08776030381198058,0.31074699252468857
2017-02-01,350.9,393.0,401.0,1547.31011214045,5.58,0.1427757195782275,0.146765460245084,0.09096546024508408,0.3161103751740774
2017-02-02,352.9,393.0,402.0,1551.85021400057,4.24,0.13913289883819785,0.1365826013034855,0.09418260130348555,0.30656909635980917
2017-02-03,353.7,393.0,404.0,1557.3131673146,4.25,0.14221091320327967,0.1371218546791066,0.09462185467910658,0.3146310338932299
2017-02-06,353.2,393.0,403.0,1548.89897469388,5.67,0.14099660249150628,0.153454133635334,0.09675413363533406,0.3114505103662643
2017-02-07,354.0,393.0,405.0,1550.94165553569,4.29,0.1440677966101695,0.1274011299435029,0.0845011299435029,0.31949458430515054
2017-02-08,354.6,393.0,402.0,1549.23901735841,4.09,0.13367174280879857,0.1238014664410602,0.08290146644106028,0.2922652323919388
2017-02-09,356.9,393.0,404.0,1557.49699164885,3.67,0.13196973942280757,0.1123564023536005,0.07565640235360052,0.2878073438469107
2017-02-10,355.5,393.0,406.0,1562.72731741443,2.94,0.1420534458509142,0.110548523206751,0.08114852320675109,0.3142185952858195
2017-02-13,357.0,393.0,408.0,1572.18051545013,3.09,0.14285714285714285,0.1098039215686274,0.07890392156862742,0.316323639087277
2017-02-14,357.7,393.0,407.0,1569.75453119332,2.79,0.13782499301090304,0.1079116578138105,0.08001165781381053,0.30314342843607694
2017-02-15,358.7,393.0,410.0,1574.02262863464,2.29,0.14301644828547536,0.089768608865347,0.06686860886534705,0.3167408919846388
2017-02-16,359.7,393.0,409.0,1576.32737521023,1.01,0.13705865999443984,0.0664442591048096,0.05634425910480967,0.3011362484246347
2017-02-17,359.8,393.0,407.0,1570.58752499517,2.94,0.13118399110617007,0.0958866036687048,0.06648660366870483,0.28574931126669123
2017-02-20,359.1,393.0,409.0,1576.32745257781,2.35,0.13895850737955995,0.0921748816485657,0.06867488164856575,0.30611233012055755
2017-02-21,362.7,393.0,413.0,1590.08642002961,0.34,0.13868210642404194,0.0678246484698098,0.06442464846980983,0.30538838053057416
2017-02-22,361.5,393.0,412.0,1582.1321802882,1.08,0.1396957123098202,0.0688796680497924,0.05807966804979246,0.30804321782677196
2017-02-23,364.9,393.0,414.0,1588.30350622567,1.42,0.13455741298986032,0.0627569197040286,0.048556919704028596,0.29458498039439607
2017-02-24,358.9,393.0,411.0,1569.85867722729,3.16,0.14516578434104216,0.0849818891056004,0.05338188910560045,0.32237043459330295
2017-02-27,357.5,393.0,411.0,1564.63204183327,3.78,0.14965034965034965,0.0925874125874126,0.054787412587412654,0.3341164114147015
2017-02-28,358.0,393.0,412.0,1570.17238543533,3.16,0.15083798882681565,0.0877094972067038,0.05610949720670384,0.3372270768363873
2017-03-01,364.0,393.0,417.0,1591.3727921077,1.15,0.14560439560439561,0.0604395604395604,0.04893956043956044,0.3235192455432208
2017-03-02,361.4,393.0,416.0,1580.53305490767,0.87,0.15107913669064754,0.0600442722744882,0.051344272274488234,0.3378586915021879
2017-03-03,360.9,393.0,415.0,1581.31590167998,2.17,0.14990302022720983,0.0753671377112775,0.0536671377112775,0.33477820637910743
2017-03-06,359.4,393.0,414.0,1575.52257830454,2.28,0.15191986644407354,0.0723427935447968,0.04954279354479689,0.3400607315028779
2017-03-07,359.7,393.0,414.0,1575.76844099039,1.56,0.1509591326105088,0.0572699471782041,0.041669947178204124,0.3375443767254898
2017-03-08,360.0,393.0,415.0,1578.22885701698,2.41,0.1527777777777778,0.0649999999999999,0.04089999999999993,0.34230777351151825
2017-03-09,362.1,393.0,415.0,1583.72972368251,1.42,0.14609223971278645,0.0472245236122617,0.033024523612261714,0.32479700719778337
2017-03-10,365.7,393.0,415.0,1587.927557278,0.44,0.13480995351380917,0.0330872299699207,0.028687229969920763,0.29524643472411904
2017-03-13,367.6,393.0,416.0,1594.70996391128,-0.39,0.13166485310119688,0.0231229597388465,0.02702295973884657,0.2870087853646944
2017-03-14,366.0,393.0,415.0,1586.00020183031,-0.57,0.13387978142076504,0.0221311475409836,0.027831147540983668,0.2928101272804227
2017-03-15,369.6,393.0,417.0,1588.88872946725,-0.57,0.12824675324675316,0.0113636363636363,0.017063636363636333,0.27805609566248524
2017-03-16,370.8,393.0,418.0,1593.25362060558,-0.36,0.12729234088457386,0.0218446601941746,0.025444660194174663,0.2755562980876908
2017-03-17,372.0,393.0,419.0,1584.96976593324,1.18,0.12634408602150538,0.0435483870967741,0.03174838709677417,0.2730726282391852
2017-03-20,371.7,393.0,420.0,1583.2538982036,1.77,0.12994350282485878,0.0492332526230831,0.031533252623083166,0.28250022342995973
2017-03-21,367.9,393.0,417.0,1570.87696451805,3.07,0.13346017939657523,0.0698559391138897,0.03915593911388978,0.2917111053439786
2017-03-22,364.0,393.0,416.0,1562.96130483029,4.44,0.14285714285714285,0.0829670329670329,0.038567032967032934,0.316323639087277
2017-03-23,366.8,393.0,419.0,1581.28493632786,3.04,0.14231188658669572,0.074700109051254,0.04430010905125403,0.3148955034547996
2017-03-24,363.8,393.0,419.0,1579.69847267015,3.2,0.15173172072567342,0.0841121495327101,0.05211214953271018,0.3395679400961419
2017-03-27,364.8,393.0,418.0,1574.51084497791,3.42,0.1458333333333333,0.0753837719298245,0.04118377192982455,0.3241188794145493
2017-03-28,365.7,393.0,420.0,1580.08856826432,2.99,0.1484823625922888,0.0746513535684988,0.044751353568498804,0.33105721883628086
2017-03-29,371.5,393.0,421.0,1584.43031234387,2.45,0.13324360699865412,0.0516823687752355,0.0271823687752355,0.2911438587569222
2017-03-30,372.0,393.0,423.0,1583.88218338252,2.46,0.13709677419354838,0.0540322580645161,0.02943225806451619,0.3012360771635241
2017-03-31,377.2,393.0,426.0,1587.62636708139,2.34,0.1293743372216331,0.0379109225874867,0.014510922587486774,0.28100946445513764
2017-04-03,374.3,393.0,424.0,1571.40885905339,3.77,0.1327811915575741,0.0502270905690622,0.012527090569062274,0.2899326998868507
2017-04-04,375.3,393.0,424.0,1567.30354615562,4.35,0.12976285638156138,0.0484945377031707,0.004994537703170765,0.28202707413019695
2017-04-05,381.1,393.0,422.0,1558.55613190618,5.46,0.1073209131461558,0.0453949094725792,-0.009205090527420752,0.22324711957738405
2017-04-06,382.5,393.0,424.0,1564.05195556434,4.29,0.1084967320261438,0.0465359477124183,0.003635947712418333,0.22632682526966988
2017-04-07,382.2,393.0,426.0,1569.67089681109,2.22,0.11459968602825749,0.0162218733647304,-0.005978126635269521,0.24231168696899888
2017-04-10,385.2,393.0,425.0,1572.46806284721,2.55,0.10332294911734168,0.0054517133956386,-0.02004828660436131,0.21277564919478695
2017-04-11,383.6,393.0,425.0,1570.91257472882,2.51,0.10792492179353487,0.0198123044838372,-0.005287695516162757,0.22482913947958377
2017-04-12,385.4,393.0,426.0,1575.01769319886,1.8,0.1053450960041516,0.0041515308770109,-0.013848469122989045,0.21807205783725586
2017-04-13,384.3,393.0,425.0,1572.81220753945,1.29,0.10590684361176161,0.0020817069997398,-0.010818293000260184,0.21954338759239825
2017-04-18,385.3,393.0,421.0,1557.20824675254,2.87,0.09265507396833633,0.0090838307812094,-0.019616169218790558,0.18483434260399503
2017-04-19,384.9,393.0,424.0,1565.73055641348,1.22,0.10158482722785145,-0.0096128864640165,-0.0218128864640166,0.20822315903830615
2017-04-20,387.4,393.0,424.0,1568.73899664846,-1.43,0.09447599380485293,-0.0591120289106865,-0.04481202891068657,0.18960369720542272
2017-04-21,388.0,393.0,427.0,1573.24530843541,-3.92,0.10051546391752578,-0.0783505154639174,-0.03915051546391747,0.20542228185391767
2017-04-24,399.6,487.0,493.0,1609.26783476481,-3.61,0.23373373373373366,-0.0718218218218219,-0.03572182182182194,0.554347674065371
2017-04-25,405.1,487.0,495.0,1617.04752218932,-6.02,0.22192051345346822,-0.1162675882498149,-0.05606758824981491,0.5234064786478156
2017-04-26,406.4,487.0,498.0,1620.28011945129,-7.41,0.22539370078740165,-0.1355807086614172,-0.06148070866141725,0.5325034535176179
2017-04-27,404.0,487.0,500.0,1616.58032652991,-5.87,0.2376237623762376,-0.1170792079207921,-0.05837920792079211,0.5645364400031969
2017-04-28,404.9,487.0,502.0,1626.99431617504,-6.99,0.23981229933316875,-0.1237342553716966,-0.05383425537169663,0.5702686576421139
2017-05-02,410.2,487.0,504.0,1636.50789612337,-6.38,0.22866894197952223,-0.1160409556313992,-0.052240955631399244,0.5410819677043315
2017-05-03,409.0,487.0,503.0,1633.98682613501,-5.59,0.22982885085574573,-0.115158924205379,-0.05925892420537903,0.5441200019028254
2017-05-04,402.4,487.0,495.0,1638.33115892731,-4.97,0.23011928429423467,-0.0929423459244532,-0.04324234592445323,0.5448807053827301
2017-05-05,406.7,487.0,494.0,1642.03858568776,-5.55,0.21465453651340058,-0.1074502089992623,-0.05195020899926233,0.5043754263971729
2017-05-08,407.6,487.0,493.0,1639.49376888431,-4.26,0.2095191364082433,-0.0966633954857704,-0.05406339548577044,0.4909247825903822
