,DATE,PRICE,CALCULATED_NAV,INDEX_VALUE,RETURN_OMXS,DISCOUNT/PREMIUM,RETURN,RETURN - OMXS,DISCOUNT/PREMIUM_ADJ,DISCOUNT/PREMIUM_NORM,DAILY_RETURN,VOL_30D,SHARPE_30D,VOL_EXP,SHARPE_EXP,RETURN - OMXS_CAT,DISCOUNT/PREMIUM_ADJ_CAT
0,2016-11-28,160.2,185.0,1472.68149394985,7.8,0.1548064918851436,0.2515605493133584,0.1735605493133584,-0.1340540540540541,0.6375816800853867,,,,,,high,low
1,2016-11-29,159.8,183.0,1467.17810181225,7.61,0.1451814768460574,0.2540675844806007,0.1779675844806006,-0.1267759562841529,0.6092812893660708,-0.0024968789013731,,,,,high,low
2,2016-11-30,158.0,185.0,1481.14084903734,6.86,0.170886075949367,0.2715189873417722,0.2029189873417722,-0.1459459459459459,0.6848604126144957,-0.0112640801001252,,,,,high,low
3,2016-12-01,159.8,185.0,1477.95113060148,7.2,0.1576971214017521,0.2615769712140174,0.1895769712140174,-0.1362162162162161,0.646080985739726,0.0113924050632912,,,,,high,low
4,2016-12-02,158.8,184.0,1470.08278175541,7.84,0.158690176322418,0.2663727959697731,0.1879727959697731,-0.1369565217391303,0.6490008608927993,-0.0062578222778473,,,,,high,low
5,2016-12-05,162.6,187.0,1483.28616856019,7.62,0.1500615006150062,0.2490774907749077,0.1728774907749077,-0.1304812834224599,0.6236300024662542,0.0239294710327455,0.2283728488520298,3.3772665298796607,,,high,low
6,2016-12-06,162.4,188.0,1492.17069893477,7.28,0.1576354679802955,0.2463054187192118,0.1735054187192118,-0.1361702127659574,0.645899706447245,-0.0012300123001229,0.2061468558408574,2.867225227786907,,,high,low
7,2016-12-07,164.3,190.0,1503.95381258581,6.66,0.1564211807668897,0.2361533779671331,0.1695533779671331,-0.1352631578947367,0.6423293429262219,0.0116995073891625,0.1963763501572599,4.724668911828237,,,high,low
8,2016-12-08,164.8,192.0,1520.14803621574,5.96,0.1650485436893203,0.22876213592233,0.16916213592233,-0.1416666666666666,0.6676963413766788,0.0030432136335971,0.1818444952845743,4.991615556293521,,,high,low
9,2016-12-09,166.9,194.0,1534.27294885465,5.83,0.1623726782504493,0.2097064110245656,0.1514064110245656,-0.1396907216494845,0.6598285056252706,0.0127427184466017,0.1768431000120132,6.58006230114141,,,high,low
10,2016-12-12,165.1,195.0,1537.92540271028,5.66,0.1811023622047244,0.2344033918837069,0.1778033918837069,-0.1533333333333333,0.7148993155723491,-0.0107849011384062,0.1837852949751569,4.21957178599308,,,high,low
