DATE,PRICE,CALCULATED_NAV,INDEX_VALUE,RETURN_OMXS,DISCOUNT/PREMIUM,RETURN,RETURN - OMXS,DISCOUNT/PREMIUM_ADJ,DISCOUNT/PREMIUM_NORM,DAILY_RETURN,VOL_30D,SHARPE_30D,VOL_EXP,SHARPE_EXP
2016-11-28,309.3,374.0,1472.68149394985,7.8,0.20918202392499188,0.2324603944390558,0.15446039443905585,-0.17229946524064171,0.49004181732142804,,,,,
2016-11-29,308.7,372.0,1467.17810181225,7.61,0.20505344995140917,0.2296728215095563,0.1535728215095563,-0.17016129032258068,0.47922825327354035,-0.0019398642095054264,,,,
2016-11-30,311.5,373.0,1481.14084903734,6.86,0.19743178170144463,0.2343499197431781,0.16574991974317815,-0.1648793565683646,0.45926557407726015,0.009070294784580435,,,,
2016-12-01,312.2,373.0,1477.95113060148,7.2,0.1947469570787957,0.2367072389493915,0.16470723894939152,-0.16300268096514747,0.4522334794120975,0.0022471910112358273,,,,
2016-12-02,310.3,372.0,1470.08278175541,7.84,0.19883983242023842,0.2439574605220753,0.16555746052207537,-0.16586021505376342,0.4629535415759115,-0.006085842408712239,,,,
2016-12-05,316.2,374.0,1483.28616856019,7.62,0.18279569892473121,0.2273877292852626,0.15118772928526258,-0.15454545454545457,0.4209307350919643,0.01901385755720253,0.1567761685382114,7.170758808026182,,
2016-12-06,318.6,374.0,1492.17069893477,7.28,0.17388575015693652,0.2215944758317638,0.14879447583176383,-0.14812834224598925,0.39759379059721994,0.00759013282732468,0.14168352755227287,8.862161630935066,,
2016-12-07,324.8,375.0,1503.95381258581,6.66,0.15455665024630538,0.2019704433497536,0.13537044334975357,-0.13386666666666663,0.3469669976151752,0.019460138104205882,0.15580133761433893,11.404348019053302,,
2016-12-08,326.9,379.0,1520.14803621574,5.96,0.15937595594983184,0.2006729886815541,0.1410729886815541,-0.13746701846965706,0.35958972672815515,0.006465517241379226,0.14428141437436223,12.187119818707187,,
2016-12-09,333.8,381.0,1534.27294885465,5.83,0.14140203714799277,0.1821449970041941,0.12384499700419414,-0.12388451443569551,0.3125124251225949,0.02110737228510251,0.15428913417310441,13.96084262798502,,
2016-12-12,334.3,382.0,1537.92540271028,5.66,0.142686209991026,0.1881543523781034,0.13155435237810342,-0.12486910994764396,0.31587593159615035,0.0014979029358896945,0.1497081586080094,13.201370330244538,,
2016-12-13,338.2,385.0,1550.99848301163,5.6,0.13837965700768778,0.1895328208160852,0.13353282081608522,-0.12155844155844159,0.3045962047924333,0.011666168112473674,0.14319982763050884,14.413046041670956,,
2016-12-14,337.5,383.0,1541.38807128439,6.44,0.1348148148148148,0.2,0.1356,-0.11879895561357702,0.2952591674473588,-0.0020697811945593614,0.14440439452924098,12.800751902357513,,
2016-12-15,342.5,388.0,1550.51630921426,6.36,0.13284671532846715,0.2040875912408758,0.14048759124087584,-0.1172680412371134,0.2901043197967142,0.014814814814814836,0.14212444809583608,14.026250945934835,,
2016-12-16,342.2,388.0,1548.19522963514,6.65,0.13383985973115142,0.200759789596727,0.13425978959672702,-0.11804123711340209,0.29270556436104694,-0.0008759124087591719,0.14154580461439664,12.966232486705904,,
2016-12-19,343.8,385.0,1542.70913908366,7.16,0.11983711460151247,0.2053519488074461,0.1337519488074461,-0.10701298701298699,0.25602956381594866,0.004675628287551303,0.1368149877461267,13.094413174674198,,
2016-12-20,344.9,384.0,1536.72487564366,7.13,0.11336619309944919,0.2029573789504204,0.13165737895042043,-0.10182291666666672,0.23908092136478948,0.003199534613147037,0.13308341258844758,12.998878792771269,,
2016-12-21,341.2,382.0,1525.46718314733,8.03,0.11957796014067999,0.2189331770222743,0.1386331770222743,-0.10680628272251312,0.25535078625777985,-0.01072774717309366,0.14557508378707223,10.092051087679474,,
2016-12-22,341.2,381.0,1519.53883878117,8.21,0.11664712778429077,0.2130715123094958,0.13097151230949586,-0.10446194225721787,0.24767434795190787,0.0,0.14290328720866752,9.709585410010993,,
2016-12-23,343.3,382.0,1525.80136402455,7.6,0.11272939120302938,0.2053597436644334,0.12935974366443342,-0.10130890052356017,0.23741300936010856,0.006154747948417416,0.13889712326865353,10.051576668735247,,
2016-12-27,343.8,383.0,1533.31070328142,7.26,0.11401977894124488,0.2012798138452588,0.12867981384525884,-0.10234986945169709,0.2407927938917863,0.0014564520827264893,0.13596746994399642,9.889715725517087,0.13596746994399642,9.889715725517087
2016-12-28,341.7,383.0,1527.30402144374,7.54,0.12086625695054144,0.2071992976294996,0.1317992976294996,-0.10783289817232379,0.25872509422834455,-0.00610820244328103,0.138327295878225,8.728203826673262,0.138327295878225,8.728203826673262
2016-12-29,340.8,381.0,1518.3653212244,7.9,0.11795774647887321,0.2068661971830986,0.1278661971830986,-0.10551181102362202,0.2511071214196744,-0.0026338893766461036,0.13731265685831565,8.173313086277949,0.13731265685831565,8.173313086277949
2016-12-30,340.5,380.0,1517.19708986607,7.89,0.11600587371512482,0.198237885462555,0.11933788546255505,-0.10394736842105264,0.24599477481303125,-0.0008802816901408717,0.13531239242230816,7.862242825082247,0.13531239242230816,7.862242825082247
2017-01-02,341.9,382.0,1526.82658186229,7.72,0.11728575606902611,0.2018133957297455,0.12461339572974554,-0.10497382198952886,0.24934704363423457,0.004111600587371367,0.13233861104297256,8.03018280648673,0.13233861104297256,8.03018280648673
2017-01-03,343.2,385.0,1534.69689963887,7.31,0.12179487179487183,0.1920163170163171,0.11891631701631714,-0.1085714285714286,0.26115732292504196,0.0038022813688214363,0.12955891627762506,8.170198825990614,0.12955891627762506,8.170198825990614
2017-01-04,342.7,384.0,1530.92556801771,8.92,0.12051356871899624,0.2086372920922089,0.11943729209220894,-0.10755208333333337,0.2578013329477781,-0.0014568764568764214,0.12815733179474337,7.83169568250929,0.12815733179474337,7.83169568250929
2017-01-05,340.0,383.0,1522.10278065845,9.16,0.1264705882352941,0.213235294117647,0.12163529411764705,-0.1122715404699739,0.27340396293241276,-0.007878611030055382,0.13078896693393996,6.827654237150642,0.13078896693393996,6.827654237150642
2017-01-09,341.6,383.0,1509.82064359877,9.32,0.12119437939110063,0.2057962529274003,0.1125962529274003,-0.10809399477806783,0.259584512770737,0.004705882352941337,0.12839145602027732,7.036625369910286,0.12839145602027732,7.036625369910286
2017-01-10,339.7,386.0,1510.09174757427,9.25,0.1362967324109509,0.2110685899322931,0.11856858993229316,-0.11994818652849744,0.29914060712654256,-0.005562060889929832,0.1289290704834155,6.390777426229245,0.1289290704834155,6.390777426229245
2017-01-11,340.0,386.0,1511.87615189922,9.72,0.13529411764705881,0.2291176470588234,0.13191764705882345,-0.11917098445595854,0.29651455778503194,0.0008831321754489974,0.12687533738256487,6.3362201589440215,0.12687533738256487,6.3362201589440215
2017-01-12,338.5,383.0,1503.30747845734,10.76,0.13146233382570163,0.2336779911373708,0.1260779911373708,-0.11618798955613577,0.2864783467264352,-0.004411764705882337,0.12794163279288148,6.1211201477666215,0.12661176322529807,5.861336189991828
2017-01-13,343.4,386.0,1522.49013166678,9.18,0.12405358182877119,0.1988934187536401,0.10709341875364012,-0.11036269430051819,0.2670733379397813,0.014475627769571675,0.13105197135788216,6.3223078196813285,0.12868747681578008,6.4724138916436145
2017-01-16,340.1,385.0,1512.96890861372,10.49,0.13201999411937657,0.219935313143193,0.11503531314319303,-0.11662337662337656,0.2879389709858534,-0.009609784507862429,0.13627183191854128,5.349251556080275,0.13159285596594825,5.580050986093247
2017-01-17,339.7,384.0,1507.32014006883,10.93,0.13040918457462472,0.2225493082131293,0.1132493082131293,-0.11536458333333337,0.283719937418191,-0.0011761246692150173,0.13418786465153795,5.7396690822378025,0.13006120172227695,5.4126885638001205
2017-01-18,341.5,386.0,1515.99220958619,10.34,0.13030746705710103,0.2149341142020497,0.11153411420204971,-0.11528497409326424,0.2834535188200085,0.00529879305269354,0.12562976112225668,5.213632424857247,0.1283104723310431,5.627119435158195
2017-01-19,342.7,386.0,1513.91670732568,10.82,0.12634957688940768,0.2156405018967027,0.10744050189670275,-0.11217616580310884,0.2730870099245129,0.0035139092240117353,0.12477514727600676,4.974925947978453,0.12647583004857693,5.744652172100305
2017-01-20,346.4,387.0,1525.48873608317,9.88,0.11720554272517328,0.2043879907621247,0.10558799076212473,-0.10490956072351428,0.24913694878385817,0.010796615115261199,0.11679111070969506,4.69191123715904,0.12640533577841626,6.174237840528451
2017-01-23,343.9,383.0,1504.68796694369,11.0,0.11369584181448103,0.1988950276243095,0.0888950276243095,-0.10208877284595307,0.2399443375264254,-0.00721709006928406,0.11913177234417702,3.6349633251359776,0.12748309671949598,5.585505776000594
2017-01-24,349.3,385.0,1522.85248532038,9.2,0.10220440881763523,0.17348983681649,0.08148983681649002,-0.0927272727272727,0.20984596760293142,0.015702239022971964,0.11232292190702488,3.451089923110271,0.12998317890274363,6.1181786341328745
2017-01-25,356.5,390.0,1545.98668952855,6.29,0.09396914446002805,0.1338008415147265,0.07090084151472649,-0.0858974358974359,0.1882761570213389,0.02061265387918687,0.12518856914264295,4.378997344611381,0.13558126616105334,6.676722716426177
2017-01-26,357.0,393.0,1553.88960123916,5.2,0.10084033613445378,0.1330532212885154,0.0810532212885154,-0.0916030534351145,0.20627318740813783,0.0014025245441795509,0.12191856851481242,3.7892981479808996,0.13398579369628538,6.655779702994365
2017-01-27,354.5,390.0,1538.76139238134,5.96,0.1001410437235543,0.1306064880112835,0.07100648801128352,-0.09102564102564102,0.2044416002010661,-0.007002801120448154,0.12410949836092355,3.3885274217868155,0.13483726429105952,6.144668303838426
2017-01-30,351.5,389.0,1528.88986015867,6.51,0.10668563300142248,0.1388335704125178,0.07373357041251781,-0.09640102827763496,0.2215831933458616,-0.008462623413258097,0.12098127250263413,1.8599404083758768,0.13622546063694005,5.576543514935356
2017-01-31,348.9,398.0,1536.75141048043,5.87,0.14072800229292068,0.1464603038119805,0.08776030381198058,-0.12336683417085433,0.31074699252468857,-0.007396870554765345,0.12326444301560917,1.3811112498709193,0.1369183427889594,5.11281495222834
2017-02-01,350.9,401.0,1547.31011214045,5.58,0.1427757195782275,0.146765460245084,0.09096546024508408,-0.12493765586034919,0.3161103751740774,0.005732301519060012,0.12360000083523563,1.4491744570566483,0.13553394899428534,5.287108069461426
2017-02-02,352.9,402.0,1551.85021400057,4.24,0.13913289883819785,0.1365826013034855,0.09418260130348555,-0.12213930348258713,0.30656909635980917,0.005699629524080985,0.12424813943420492,1.61063789176836,0.13418616738978673,5.456812901592902
2017-02-03,353.7,404.0,1557.3131673146,4.25,0.14221091320327967,0.1371218546791066,0.09462185467910658,-0.12450495049504953,0.3146310338932299,0.0022669311419665217,0.11938993225284138,2.5904534273960453,0.1327278486886909,5.490965835614604
2017-02-06,353.2,403.0,1548.89897469388,5.67,0.14099660249150628,0.153454133635334,0.09675413363533406,-0.12357320099255586,0.3114505103662643,-0.0014136273678257982,0.11958634371897552,2.4869026016055678,0.13167835488384624,5.363061538389581
2017-02-07,354.0,405.0,1550.94165553569,4.29,0.1440677966101695,0.1274011299435029,0.0845011299435029,-0.1259259259259259,0.31949458430515054,0.0022650056625141968,0.11870846177008194,2.230049569864358,0.13030518459609608,5.398369192270895
2017-02-08,354.6,402.0,1549.23901735841,4.09,0.13367174280879857,0.1238014664410602,0.08290146644106028,-0.11791044776119397,0.2922652323919388,0.0016949152542373724,0.1187175596142511,2.246751412486949,0.12899217623227274,5.41047664673129
2017-02-09,356.9,404.0,1557.49699164885,3.67,0.13196973942280757,0.1123564023536005,0.07565640235360052,-0.11658415841584165,0.2878073438469107,0.006486181613085007,0.1177183324277999,3.164517056442975,0.12796272364867922,5.597520991941703
2017-02-10,355.5,406.0,1562.72731741443,2.94,0.1420534458509142,0.110548523206751,0.08114852320675109,-0.12438423645320197,0.3142185952858195,-0.003922667413841396,0.11816793980190471,3.0608635127065695,0.12757420494216545,5.357585271512207
2017-02-13,357.0,408.0,1572.18051545013,3.09,0.14285714285714285,0.1098039215686274,0.07890392156862742,-0.125,0.316323639087277,0.00421940928270037,0.1182239038997892,3.421755889791288,0.12638431035656517,5.464726948434764
2017-02-14,357.7,407.0,1569.75453119332,2.79,0.13782499301090304,0.1079116578138105,0.08001165781381053,-0.12113022113022116,0.30314342843607694,0.0019607843137254832,0.11799179986137338,3.2753672987330527,0.12519766462751747,5.487451816866517
2017-02-15,358.7,410.0,1574.02262863464,2.29,0.14301644828547536,0.089768608865347,0.06686860886534705,-0.12512195121951222,0.3167408919846388,0.0027956388034666713,0.11785960601088649,3.20729635903162,0.12403309879395968,5.541537418985549
2017-02-16,359.7,409.0,1576.32737521023,1.01,0.13705865999443984,0.0664442591048096,0.05634425910480967,-0.12053789731051348,0.3011362484246347,0.0027878449958183005,0.11757594222685368,3.5182907115480817,0.12290041933519714,5.594818487137467
2017-02-17,359.8,407.0,1570.58752499517,2.94,0.13118399110617007,0.0958866036687048,0.06648660366870483,-0.11597051597051594,0.28574931126669123,0.00027800945232137053,0.11416398865105445,4.223590671520956,0.12190709431873432,5.551533988408888
2017-02-20,359.1,409.0,1576.32745257781,2.35,0.13895850737955995,0.0921748816485657,0.06867488164856575,-0.12200488997555006,0.30611233012055755,-0.0019455252918287869,0.11437763202771983,3.7272159400085414,0.1212179827031524,5.417099995489497
2017-02-21,362.7,413.0,1590.08642002961,0.34,0.13868210642404194,0.0678246484698098,0.06442464846980983,-0.12179176755447944,0.30538838053057416,0.010025062656641603,0.11470874077214208,4.857885870896768,0.12114276830410033,5.682049328952269
2017-02-22,361.5,412.0,1582.1321802882,1.08,0.1396957123098202,0.0688796680497924,0.05807966804979246,-0.12257281553398058,0.30804321782677196,-0.003308519437551616,0.11576888828253054,4.50926069396244,0.12074790175132051,5.490539167476153
2017-02-23,364.9,414.0,1588.30350622567,1.42,0.13455741298986032,0.0627569197040286,0.048556919704028596,-0.11859903381642517,0.29458498039439607,0.00940525587828489,0.11597085116691251,5.502202182725744,0.12052653043297372,5.732822497606238
2017-02-24,358.9,411.0,1569.85867722729,3.16,0.14516578434104216,0.0849818891056004,0.05338188910560045,-0.12676399026763996,0.32237043459330295,-0.01644286105782411,0.12272528826086579,3.0831442291562356,0.12563625094869427,4.879009486250301
2017-02-27,357.5,411.0,1564.63204183327,3.78,0.14965034965034965,0.0925874125874126,0.054787412587412654,-0.13017031630170317,0.3341164114147015,-0.003900808024519309,0.11930143209459548,3.573596387301202,0.1252610099360723,4.691383055452783
2017-02-28,358.0,412.0,1570.17238543533,3.16,0.15083798882681565,0.0877094972067038,0.05610949720670384,-0.13106796116504854,0.3372270768363873,0.0013986013986013734,0.11899657937007735,3.764502039252799,0.12427669893050217,4.6989692134605745
2017-03-01,364.0,417.0,1591.3727921077,1.15,0.14560439560439561,0.0604395604395604,0.04893956043956044,-0.12709832134292565,0.3235192455432208,0.016759776536312776,0.12635236411166242,4.30728091865542,0.1265386791080432,5.057461960705711
2017-03-02,361.4,416.0,1580.53305490767,0.87,0.15107913669064754,0.0600442722744882,0.051344272274488234,-0.13125000000000006,0.3378586915021879,-0.0071428571428572285,0.12910485567199076,3.522085107617815,0.12697892909183134,4.748783128964399
2017-03-03,360.9,415.0,1581.31590167998,2.17,0.14990302022720983,0.0753671377112775,0.0536671377112775,-0.13036144578313258,0.33477820637910743,-0.0013835085777531564,0.1265336547083962,2.785071301973241,0.1262259417309954,4.664586475975853
2017-03-06,359.4,414.0,1575.52257830454,2.28,0.15191986644407354,0.0723427935447968,0.04954279354479689,-0.13188405797101455,0.3400607315028779,-0.004156275976724855,0.1250246395226493,3.0243325658311035,0.12590237124143616,4.485463157725972
2017-03-07,359.7,414.0,1575.76844099039,1.56,0.1509591326105088,0.0572699471782041,0.041669947178204124,-0.1311594202898551,0.3375443767254898,0.0008347245409014992,0.11755154005350911,2.154195232788799,0.12500208266792937,4.4766814734725875
2017-03-08,360.0,415.0,1578.22885701698,2.41,0.1527777777777778,0.0649999999999999,0.04089999999999993,-0.13253012048192772,0.34230777351151825,0.0008340283569641116,0.10180589010482667,0.85543687810113,0.12412084946675778,4.46824852424836
2017-03-09,362.1,415.0,1583.72972368251,1.42,0.14609223971278645,0.0472245236122617,0.033024523612261714,-0.12746987951807223,0.32479700719778337,0.005833333333333357,0.10300843305983741,1.2067682512970734,0.12342096119515902,4.598049757821751
2017-03-10,365.7,415.0,1587.927557278,0.44,0.13480995351380917,0.0330872299699207,0.028687229969920763,-0.1187951807228916,0.29524643472411904,0.009942004971002394,0.10399560017976049,2.563989989381783,0.12339030149867683,4.817322317088457
2017-03-13,367.6,416.0,1594.70996391128,-0.39,0.13166485310119688,0.0231229597388465,0.02702295973884657,-0.1163461538461538,0.2870087853646944,0.005195515449822441,0.10060881454128269,3.7906424600008073,0.12264373163931641,4.926492651829877
2017-03-14,366.0,415.0,1586.00020183031,-0.57,0.13387978142076504,0.0221311475409836,0.027831147540983668,-0.1180722891566265,0.2928101272804227,-0.0043525571273123065,0.09863345910253317,4.125823840549934,0.12243612491079735,4.747098212891236
2017-03-15,369.6,417.0,1588.88872946725,-0.57,0.12824675324675316,0.0113636363636363,0.017063636363636333,-0.11366906474820139,0.27805609566248524,0.009836065573770592,0.10081508380036674,4.378470745258672,0.1223867898972628,4.955730432979053
2017-03-16,370.8,418.0,1593.25362060558,-0.36,0.12729234088457386,0.0218446601941746,0.025444660194174663,-0.11291866028708131,0.2755562980876908,0.0032467532467532756,0.1002293420060164,4.198488446086921,0.12157776098332124,5.011615707628682
2017-03-17,372.0,419.0,1584.96976593324,1.18,0.12634408602150538,0.0435483870967741,0.03174838709677417,-0.11217183770883055,0.2730726282391852,0.003236245954692629,0.10031884769247858,4.275906159857283,0.12078433277987877,5.0667114909569495
2017-03-20,371.7,420.0,1583.2538982036,1.77,0.12994350282485878,0.0492332526230831,0.031533252623083166,-0.11500000000000003,0.28250022342995973,-0.0008064516129032695,0.10017029924997715,4.333163206952304,0.12013824908088522,5.006965084392647
