,DATE,PRICE,CALCULATED_NAV,INDEX_VALUE,RETURN_OMXS,DISCOUNT/PREMIUM,RETURN,RETURN - OMXS,DISCOUNT/PREMIUM_ADJ,DISCOUNT/PREMIUM_NORM,DAILY_RETURN,VOL_30D,SHARPE_30D,VOL_EXP,SHARPE_EXP,RETURN - OMXS_CAT,DISCOUNT/PREMIUM_ADJ_CAT
0,2016-11-28,83.85,80.5,1472.68149394985,7.8,-0.0399522957662491,0.2689326177698272,0.1909326177698272,0.041614906832298,0.7438259846835968,,,,,,high,low
1,2016-11-29,83.725,80.75,1467.17810181225,7.61,-0.0355329949238578,0.2660495670349359,0.1899495670349358,0.0368421052631578,0.7513202552358668,-0.0014907573047108,,,,,high,low
2,2016-11-30,84.075,81.75,1481.14084903734,6.86,-0.0276538804638715,0.2750520368718406,0.2064520368718406,0.0284403669724771,0.7646816935224456,0.0041803523439833,,,,,high,low
3,2016-12-01,83.4,81.0,1477.95113060148,7.2,-0.0287769784172662,0.2913669064748201,0.2193669064748201,0.0296296296296297,0.7627771388836885,-0.008028545941124,,,,,high,low
4,2016-12-02,83.275,80.5,1470.08278175541,7.84,-0.0333233263284299,0.2969078354848393,0.2185078354848393,0.034472049689441,0.7550674213319476,-0.0014988009592326,,,,,high,low
5,2016-12-05,84.5,80.25,1483.28616856019,7.62,-0.0502958579881656,0.2946745562130178,0.2184745562130178,0.0529595015576324,0.7262853246267601,0.0147102972080455,0.1352595421920905,2.9334439482529904,,,high,low
6,2016-12-06,84.05,80.25,1492.17069893477,7.28,-0.0452111838191552,0.3016061867935753,0.2288061867935753,0.0473520249221183,0.7349079383051903,-0.0053254437869822,0.1289794854961795,0.8294207804255346,,,high,low
7,2016-12-07,83.5,79.75,1503.95381258581,6.66,-0.0449101796407185,0.3029940119760478,0.2363940119760478,0.0470219435736677,0.7354183825657234,-0.006543723973825,0.1249444654928069,-1.1515388563308215,,,high,low
8,2016-12-08,84.25,79.75,1520.14803621574,5.96,-0.0534124629080118,0.2759643916913946,0.2163643916913946,0.0564263322884012,0.7210001717695891,0.0089820359281436,0.1274975791046938,1.2317137847097868,,,high,low
9,2016-12-09,84.625,80.5,1534.27294885465,5.83,-0.0487444608567208,0.2750369276218612,0.2167369276218612,0.0512422360248447,0.7289161909677743,0.0044510385756677,0.1209708615256446,2.1841677837684976,,,high,low
