Investor Date;PRIS;SUBSTANSVÄRDE;BERÄKNAT_SUBSTANSVÄRDE;Rabatt/Premie;Genomsnittsrabatt senaste 100 handelsdagarna;Nuvarande rabatt minus snitt;Avkastning 200 handelsdagar;OMX Date;Index Value;Avkastning OMXS#=
2017-12-06;387,3;497;498;1,285824942;1,235941657;4,99%;6,69%;2017-12-06;1 595,44036936100;3,84%
2017-12-07;386,4;497;499;1,291407867;1,23674829;5,47%;6,94%;2017-12-07;1 599,28650744083;3,69%
2017-12-08;387,8;497;501;1,291903043;1,237557003;5,43%;7,48%;2017-12-08;1 610,82440470503;4,07%
2017-12-11;389,4;497;502;1,289162815;1,238326621;5,08%;5,47%;2017-12-11;1 619,47324310006;2,65%
2017-12-12;390,6;497;503;1,287762417;1,239051045;4,87%;5,09%;2017-12-12;1 623,75231780223;2,69%
2017-12-13;389,4;497;501;1,286594761;1,239812806;4,68%;5,11%;2017-12-13;1 619,82105431932;2,29%
2017-12-14;386;497;500;1,295336788;1,240657273;5,47%;8,13%;2017-12-14;1 609,59801014435;3,45%
2017-12-15;383,1;497;500;1,305142261;1,241622985;6,35%;7,91%;2017-12-15;1 594,35043223552;3,43%
2017-12-18;388,1;497;506;1,303787684;1,242477498;6,13%;5,44%;2017-12-18;1 615,63075603722;1,19%
2017-12-19;385,4;497;504;1,307732226;1,243327004;6,44%;4,64%;2017-12-19;1 611,43420065026;0,61%
2017-12-20;380,3;497;503;1,322640021;1,244478237;7,82%;6,18%;2017-12-20;1 600,28862680328;1,51%
2017-12-21;383,4;497;506;1,319770475;1,245627413;7,41%;2,79%;2017-12-21;1 616,26759263055;-1,31%
2017-12-22;379,2;497;504;1,329113924;1,246804378;8,23%;1,58%;2017-12-22;1 606,24721713679;-3,48%
2017-12-27;377,8;497;502;1,328745368;1,248022188;8,07%;0,77%;2017-12-27;1 594,98647083717;-3,67%
2017-12-28;376,1;497;501;1,332092529;1,249318902;8,28%;0,48%;2017-12-28;1 588,50579135913;-3,30%
2017-12-29;374,1;497;499;1,33386795;1,250603915;8,33%;2,19%;2017-12-29;1 576,93621784413;-1,44%
2018-01-02;373,8;497;499;1,33493847;1,251852338;8,31%;2,19%;2018-01-02;1 579,81699930366;-2,00%
2018-01-03;378,9;497;501;1,322248614;1,25290286;6,93%;2,45%;2018-01-03;1 587,56203372263;-2,75%
2018-01-04;388,2;497;505;1,300875837;1,25367407;4,72%;-0,05%;2018-01-04;1 603,67196230949;-4,49%
2018-01-05;390;497;508;1,302564103;1,254520282;4,80%;-0,77%;2018-01-05;1 611,30632361956;-5,29%
2018-01-08;393,6;497;511;1,298272358;1,255272094;4,30%;-3,05%;2018-01-08;1 619,13480559168;-6,81%
2018-01-09;394,2;497;514;1,303906646;1,256049386;4,79%;-3,65%;2018-01-09;1 632,28509348484;-8,01%
2018-01-10;394,2;497;513;1,301369863;1,256695877;4,47%;-2,82%;2018-01-10;1 629,29035020570;-7,57%
2018-01-11;394,4;497;512;1,298174442;1,257294997;4,09%;-4,31%;2018-01-11;1 630,28724652517;-8,90%
2018-01-12;392,3;497;513;1,307672699;1,258018153;4,97%;-2,40%;2018-01-12;1 628,39583764597;-7,69%
2018-01-15;393;497;512;1,302798982;1,25868204;4,41%;-1,20%;2018-01-15;1 627,28946887973;-6,84%
2018-01-16;390,7;497;512;1,31046839;1,259323561;5,11%;1,54%;2018-01-16;1 623,32595072515;-5,24%
2018-01-17;392,1;497;511;1,30323897;1,259834022;4,34%;-0,41%;2018-01-17;1 622,85354951061;-5,64%
2018-01-18;391,5;497;511;1,305236271;1,260331025;4,49%;1,56%;2018-01-18;1 624,77881205903;-4,52%
2018-01-19;393,1;497;513;1,305011447;1,260875693;4,41%;-0,20%;2018-01-19;1 630,61966993794;-5,62%
2018-01-22;393,5;503;516;1,311308767;1,261333599;5,00%;-0,20%;2018-01-22;1 635,46640615915;-6,17%
2018-01-23;398,4;503;520;1,305220884;1,261701464;4,35%;-1,13%;2018-01-23;1 643,71111997196;-6,39%
2018-01-24;400,3;503;518;1,294029478;1,262044145;3,20%;-1,60%;2018-01-24;1 631,19975042369;-5,79%
2018-01-25;388,4;503;513;1,320803296;1,262665833;5,81%;1,18%;2018-01-25;1 604,48821861185;-4,61%
2018-01-26;387,3;503;514;1,327136587;1,263286695;6,38%;0,49%;2018-01-26;1 612,62711469971;-6,08%
2018-01-29;391,2;503;513;1,311349693;1,263771119;4,76%;-0,43%;2018-01-29;1 610,39809491389;-5,60%
2018-01-30;387;503;512;1,322997416;1,264223643;5,88%;-0,26%;2018-01-30;1 603,31042381338;-6,29%
2018-01-31;385,1;503;511;1,326928071;1,26459739;6,23%;-1,04%;2018-01-31;1 593,15149996353;-6,49%
2018-02-01;388,8;503;514;1,322016461;1,264912062;5,71%;-1,11%;2018-02-01;1 601,84317864228;-6,39%
2018-02-02;381,2;503;510;1,337880378;1,265514338;7,24%;0,26%;2018-02-02;1 584,79038600215;-6,46%
2018-02-05;364,5;503;501;1,374485597;1,266576973;10,79%;1,95%;2018-02-05;1 546,33365159929;-5,79%
2018-02-06;357,6;503;492;1,375838926;1,267666242;10,82%;5,15%;2018-02-06;1 511,59897878303;-2,19%
2018-02-07;370,9;503;500;1,348072257;1,268520375;7,96%;0,43%;2018-02-07;1 551,14630733020;-5,46%
2018-02-08;358;503;493;1,377094972;1,269687451;10,74%;4,66%;2018-02-08;1 519,76614002824;-2,79%
2018-02-09;351,3;503;488;1,389126103;1,271106782;11,80%;8,45%;2018-02-09;1 500,18367186227;-0,13%
2018-02-12;356,7;503;492;1,379310345;1,272454397;10,69%;7,01%;2018-02-12;1 521,62219865803;-1,66%
2018-02-13;354,8;503;489;1,378241263;1,273788238;10,45%;8,82%;2018-02-13;1 513,26982804781;-0,85%
2018-02-14;362,6;503;494;1,362382791;1,274980662;8,74%;8,55%;2018-02-14;1 532,15439207901;-1,09%
2018-02-15;361,9;503;497;1,373307544;1,276290566;9,70%;10,17%;2018-02-15;1 542,72160801638;-1,82%
2018-02-16;365;503;499;1,367123288;1,277551647;8,96%;9,34%;2018-02-16;1 556,93085222364;-1,74%
2018-02-19;363;503;498;1,371900826;1,278875254;9,30%;9,06%;2018-02-19;1 550,86210927217;-2,87%
2018-02-20;368,2;503;503;1,366105378;1,280156541;8,59%;6,06%;2018-02-20;1 569,67854792823;-5,78%
2018-02-21;367,7;503;504;1,370682622;1,281488517;8,92%;2,53%;2018-02-21;1 575,12183834266;-8,79%
2018-02-22;366,6;503;503;1,372067649;1,28294014;8,91%;3,22%;2018-02-22;1 573,88417537263;-7,62%
2018-02-23;367,8;503;503;1,367591082;1,284379436;8,32%;1,44%;2018-02-23;1 577,11043330743;-8,98%
2018-02-26;373,3;503;505;1,352799357;1,28588942;6,69%;1,88%;2018-02-26;1 586,95706895260;-7,67%
2018-02-27;374;503;506;1,352941176;1,287357425;6,56%;4,22%;2018-02-27;1 588,23205816819;-5,92%
2018-02-28;375,1;503;504;1,343641696;1,288857987;5,48%;3,97%;2018-02-28;1 583,39416456491;-6,61%
2018-03-01;367,1;503;499;1,359302642;1,290551695;6,88%;5,72%;2018-03-01;1 560,56053530463;-5,70%
2018-03-02;360,8;503;492;1,363636364;1,292316599;7,13%;6,21%;2018-03-02;1 526,46194180195;-4,88%
2018-03-05;363,4;503;497;1,367638965;1,294088342;7,36%;4,90%;2018-03-05;1 547,94263995752;-6,47%
2018-03-06;367;503;499;1,359673025;1,29577837;6,39%;5,34%;2018-03-06;1 559,94060596100;-7,04%
2018-03-07;369,6;503;498;1,347402597;1,297324105;5,01%;2,68%;2018-03-07;1 564,18562076945;-9,28%
2018-03-08;375,8;503;504;1,341138904;1,298793528;4,23%;-0,19%;2018-03-08;1 585,53424776630;-11,18%
2018-03-09;375,1;503;505;1,346307651;1,300327816;4,60%;-1,76%;2018-03-09;1 589,61971198360;-12,90%
2018-03-12;375,9;503;506;1,346102687;1,301740403;4,44%;-0,08%;2018-03-12;1 593,82568239087;-11,61%
2018-03-13;374;503;503;1,344919786;1,303080797;4,18%;-0,13%;2018-03-13;1 578,14810242821;-10,92%
2018-03-14;375,7;503;504;1,341495874;1,304286195;3,72%;-1,25%;2018-03-14;1 585,30503772176;-12,10%
2018-03-15;381,3;503;506;1,327039077;1,305425444;2,16%;0,03%;2018-03-15;1 592,28402315940;-9,86%
2018-03-16;380,7;503;506;1,329130549;1,306535948;2,26%;0,63%;2018-03-16;1 573,48328009518;-8,49%
2018-03-19;371,9;503;501;1,347136327;1,307831212;3,93%;4,97%;2018-03-19;1 547,41471317456;-5,81%
2018-03-20;373,4;503;503;1,347080878;1,309111291;3,80%;4,82%;2018-03-20;1 551,97109002885;-5,25%
2018-03-21;373,2;503;502;1,345123258;1,31048845;3,46%;5,60%;2018-03-21;1 549,70087899105;-5,10%
2018-03-22;366,2;503;496;1,35445112;1,311878259;4,26%;7,59%;2018-03-22;1 515,83731836539;-3,33%
2018-03-23;362,9;503;496;1,366767705;1,313217749;5,35%;8,10%;2018-03-23;1 513,18309680111;-3,64%
2018-03-26;360,8;503;492;1,363636364;1,314500957;4,91%;8,76%;2018-03-26;1 496,59417699014;-2,75%
2018-03-27;364,6;503;497;1,363137685;1,315743315;4,74%;7,68%;2018-03-27;1 510,11183019134;-2,73%
2018-03-28;366,2;503;499;1,362643364;1,316992829;4,57%;7,15%;2018-03-28;1 512,13262174972;-2,53%
2018-03-29;369,2;503;504;1,365113759;1,318269224;4,68%;8,61%;2018-03-29;1 535,35131785433;-2,32%
2018-04-03;366,9;503;499;1,360043609;1,319513023;4,05%;9,35%;2018-04-03;1 508,79827210288;-1,00%
2018-04-04;363,7;503;494;1,358262304;1,320617946;3,76%;9,90%;2018-04-04;1 494,64890390719;-0,56%
2018-04-05;372,7;503;501;1,344244701;1,32156012;2,27%;7,41%;2018-04-05;1 527,21817498803;-3,18%
2018-04-06;370,3;503;498;1,344855523;1,322456417;2,24%;7,94%;2018-04-06;1 511,37376680730;-1,52%
2018-04-09;369,9;503;499;1,349013247;1,323476522;2,55%;7,73%;2018-04-09;1 511,31852629844;-0,67%
2018-04-10;375;503;503;1,341333333;1,324306703;1,70%;4,05%;2018-04-10;1 526,75845510253;-2,34%
2018-04-11;367,4;503;499;1,358192705;1,325288257;3,29%;7,21%;2018-04-11;1 504,70937272706;-0,13%
2018-04-12;370,5;503;502;1,354925776;1,326252869;2,87%;7,15%;2018-04-12;1 518,88395731582;-0,62%
2018-04-13;372,8;503;504;1,35193133;1,32721288;2,47%;6,52%;2018-04-13;1 526,66459843589;-0,74%
2018-04-16;371,3;503;503;1,354699704;1,328184714;2,65%;8,40%;2018-04-16;1 526,27244612478;-0,04%
2018-04-17;374,2;503;506;1,352218065;1,329141386;2,31%;7,91%;2018-04-17;1 545,16028521933;-1,16%
2018-04-18;373,2;503;508;1,361200429;1,330272758;3,09%;9,08%;2018-04-18;1 552,48492283764;-0,64%
2018-04-19;375,8;503;511;1,359765833;1,331232406;2,85%;8,67%;2018-04-19;1 558,23233087858;-0,45%
2018-04-20;382,5;501;511;1,335947712;1,331987097;0,40%;5,39%;2018-04-20;1 572,58267474158;-2,75%
2018-04-23;385,2;501;513;1,331775701;1,332628416;-0,09%;4,34%;2018-04-23;1 587,65032169393;-3,81%
2018-04-24;383,9;501;510;1,328470956;1,333192189;-0,47%;6,15%;2018-04-24;1 575,40074036611;-2,10%
2018-04-25;376;501;504;1,340425532;1,333868829;0,66%;8,64%;2018-04-25;1 557,29420545059;-0,51%
2018-04-26;379,8;501;510;1,342812006;1,33459726;0,82%;8,32%;2018-04-26;1 573,75785076686;-0,96%
2018-04-27;383,5;501;509;1,327249022;1,33504866;-0,78%;6,39%;2018-04-27;1 580,77987484268;-1,16%
2018-04-30;383,1;501;509;1,328634821;1,335375535;-0,67%;7,54%;2018-04-30;1 570,70891466195;0,83%
2018-05-02;386,3;501;514;1,330572094;1,335944147;-0,54%;6,83%;2018-05-02;1 590,96976805492;-0,45%
2018-05-03;379,6;501;509;1,340885142;1,336597863;0,43%;9,25%;2018-05-03;1 566,96214344694;1,29%
2018-05-04;384,5;501;511;1,3289987;1,337025326;-0,80%;9,08%;2018-05-04;1 577,08346851491;0,73%
2018-05-07;392,1;501;515;1,313440449;1,337243471;-2,38%;6,61%;2018-05-07;1 597,92915100727;-1,58%
2018-05-08;393,7;501;516;1,310642621;1,337429011;-2,68%;6,43%;2018-05-08;1 608,93623263839;-1,25%
2018-05-09;386;501;508;1,316062176;1,337695341;-2,16%;7,56%;2018-05-09;1 616,80147322695;-1,87%
2018-05-11;381,2;501;505;1,324763903;1,338061693;-1,33%;8,60%;2018-05-11;1 603,25214143287;-1,20%
2018-05-14;375,6;501;504;1,341853035;1,338608804;0,32%;9,13%;2018-05-14;1 598,57634840097;-1,38%
2018-05-15;379,1;501;507;1,337378001;1,339025054;-0,16%;8,81%;2018-05-15;1 606,71846517890;-2,12%
2018-05-16;376,7;501;509;1,351207858;1,339481149;1,17%;9,34%;2018-05-16;1 602,27166313137;-1,38%
2018-05-17;381,8;501;510;1,335777894;1,339797884;-0,40%;9,35%;2018-05-17;1 618,95278594284;-1,92%
2018-05-18;381,9;501;510;1,335428123;1,3400721;-0,46%;9,11%;2018-05-18;1 621,61360510954;-2,07%
2018-05-21;383,6;501;512;1,33472367;1,340191741;-0,55%;7,04%;2018-05-21;1 626,25368433395;-3,30%
2018-05-22;382,4;501;512;1,338912134;1,340381262;-0,15%;6,67%;2018-05-22;1 624,44080259020;-4,03%
2018-05-23;373,4;501;508;1,360471344;1,340691731;1,98%;8,81%;2018-05-23;1 602,09799585507;-2,71%
2018-05-24;372,1;501;507;1,362536952;1,341026302;2,15%;9,62%;2018-05-24;1 593,57125480958;-1,48%
2018-05-25;372,7;501;506;1,357660317;1,341279448;1,64%;9,69%;2018-05-25;1 586,98409451191;-1,35%
2018-05-28;374,6;501;506;1,350774159;1,341446836;0,93%;9,42%;2018-05-28;1 581,52302403473;-0,55%
2018-05-29;369,9;501;505;1,365233847;1,34174679;2,35%;12,17%;2018-05-29;1 572,30375552594;1,17%
2018-05-30;366,2;501;501;1,368104861;1,342200813;2,59%;14,12%;2018-05-30;1 562,53682177961;2,13%
2018-05-31;365,6;501;499;1,36487965;1,342834514;2,20%;14,91%;2018-05-31;1 549,94287037878;3,55%
2018-06-01;372,5;501;503;1,35033557;1,343307499;0,70%;13,40%;2018-06-01;1 569,51297713585;2,91%
2018-06-04;371,9;501;502;1,349825222;1,343817923;0,60%;13,44%;2018-06-04;1 564,73205394516;2,64%
2018-06-05;367,7;501;501;1,362523797;1,344398291;1,81%;14,17%;2018-06-05;1 559,05481652293;2,95%
2018-06-07;367,5;501;500;1,360544218;1,344984176;1,56%;13,20%;2018-06-07;1 555,64741967987;1,36%
2018-06-08;366,1;501;501;1,368478558;1,345680256;2,28%;13,36%;2018-06-08;1 555,87407348862;1,14%
2018-06-11;369,3;501;504;1,36474411;1,346245319;1,85%;11,89%;2018-06-11;1 571,18106111933;0,19%
2018-06-12;366,6;501;505;1,377523186;1,346985163;3,05%;13,61%;2018-06-12;1 572,27014595689;-0,41%
2018-06-13;367,1;501;482;1,312993735;1,347010166;-3,40%;14,06%;2018-06-13;1 571,06930877975;-0,75%
2018-06-14;373,7;501;486;1,300508429;1,346983131;-4,65%;12,04%;2018-06-14;1 588,00033266397;-2,18%
2018-06-15;371,7;501;484;1,30212537;1,34695233;-4,48%;15,11%;2018-06-15;1 570,43384158910;0,63%
2018-06-18;366,8;501;506;1,379498364;1,347689825;3,18%;17,23%;2018-06-18;1 561,65066946634;2,07%
2018-06-19;364,1;501;505;1,386981598;1,348439061;3,85%;19,42%;2018-06-19;1 564,87410134847;3,67%
2018-06-20;363,6;501;506;1,391639164;1,349294687;4,23%;18,95%;2018-06-20;1 572,28744727567;2,80%
2018-06-21;358,5;501;501;1,39748954;1,350319044;4,72%;20,70%;2018-06-21;1 549,54718191308;4,69%
2018-06-25;357,4;501;497;1,390598769;1,351010088;3,96%;20,73%;2018-06-25;1 534,65454723047;5,86%
2018-06-26;355;501;496;1,397183099;1,351703618;4,55%;21,01%;2018-06-26;1 529,22622049743;5,71%
2018-06-27;357,9;501;498;1,391450126;1,352496692;3,90%;20,01%;2018-06-27;1 540,87537763527;5,69%
2018-06-28;356;501;497;1,396067416;1,353220157;4,28%;20,53%;2018-06-28;1 531,65930961646;6,23%
2018-06-29;364,9;501;504;1,381200329;1,353757506;2,74%;18,03%;2018-06-29;1 558,87784437939;5,28%
2018-07-02;359,8;501;501;1,392440245;1,354454771;3,80%;20,62%;2018-07-02;1 540,86348431007;6,60%
2018-07-03;359,5;501;499;1,388038943;1,354951391;3,31%;21,11%;2018-07-03;1 538,39517805967;7,09%
2018-07-04;356,4;501;493;1,383277217;1,355038437;2,82%;22,50%;2018-07-04;1 522,34136167240;9,05%
2018-07-05;357;501;493;1,380952381;1,355089065;2,59%;22,89%;2018-07-05;1 526,60457789971;9,44%
2018-07-06;357,6;501;493;1,378635347;1,35539167;2,32%;22,04%;2018-07-06;1 524,17120260680;9,71%
2018-07-09;361,5;501;496;1,372060858;1,355341827;1,67%;20,89%;2018-07-09;1 541,06440277057;9,06%
2018-07-10;363,2;501;499;1,373898678;1,35519106;1,87%;22,19%;2018-07-10;1 548,38431145992;9,11%
2018-07-11;356,7;501;496;1,39052425;1,355302089;3,52%;26,10%;2018-07-11;1 526,29205723928;10,66%
2018-07-12;359,7;501;500;1,390047262;1,35541898;3,46%;25,24%;2018-07-12;1 541,52177821176;9,85%
2018-07-13;362,2;501;503;1,388735505;1,355679898;3,31%;24,99%;2018-07-13;1 550,87932037662;8,08%
2018-07-16;363,3;515;503;1,384530691;1,355791019;2,87%;23,81%;2018-07-16;1 552,75319726959;7,26%
2018-07-17;372,6;515;514;1,379495437;1,355913515;2,36%;21,42%;2018-07-17;1 556,60757659491;7,43%
2018-07-18;378,1;515;523;1,383231949;1,356025704;2,72%;17,11%;2018-07-18;1 570,41814488281;5,02%
2018-07-19;376,1;515;528;1,403881946;1,35639973;4,75%;16,80%;2018-07-19;1 584,34376726096;2,11%
2018-07-20;377,8;515;526;1,392271043;1,356613477;3,57%;17,44%;2018-07-20;1 579,39617834933;2,78%
2018-07-23;374,9;515;525;1,400373433;1,356893732;4,35%;13,84%;2018-07-23;1 580,49732893434;1,02%
2018-07-24;379,5;515;528;1,391304348;1,357128517;3,42%;13,44%;2018-07-24;1 601,37504116295;0,12%
2018-07-25;377,8;515;525;1,38962414;1,357493118;3,21%;11,62%;2018-07-25;1 593,26845921595;-1,22%
2018-07-26;382,1;515;529;1,384454331;1,35780513;2,66%;12,95%;2018-07-26;1 608,80377636285;-1,12%
2018-07-27;382,7;515;531;1,387509799;1,358239468;2,93%;13,12%;2018-07-27;1 612,76151993666;-1,21%
2018-07-30;382,2;515;530;1,38670853;1,358510813;2,82%;15,12%;2018-07-30;1 611,07072792426;0,27%
2018-07-31;383,4;515;531;1,384976526;1,358722102;2,63%;14,45%;2018-07-31;1 615,59629797222;-0,54%
2018-08-01;385,8;515;531;1,376360809;1,358808457;1,76%;12,73%;2018-08-01;1 612,54442794479;-1,47%
2018-08-02;380,8;515;529;1,389180672;1,359100612;3,01%;14,42%;2018-08-02;1 598,05810244374;0,30%
2018-08-03;384,6;515;530;1,378055122;1,359404102;1,87%;13,00%;2018-08-03;1 611,94951149143;-1,01%
2018-08-06;385,6;515;529;1,371887967;1,359708548;1,22%;10,50%;2018-08-06;1 608,47748675410;-2,94%
2018-08-07;393,5;515;532;1,351969504;1,359764606;-0,78%;9,66%;2018-08-07;1 619,89294864270;-2,99%
2018-08-08;394,4;515;533;1,351419878;1,359817251;-0,84%;9,05%;2018-08-08;1 622,62637604826;-3,35%
2018-08-09;398,1;515;537;1,34890731;1,359856732;-1,09%;6,86%;2018-08-09;1 631,23240823091;-4,05%
2018-08-10;394,9;515;537;1,359837934;1,360038336;-0,02%;6,36%;2018-08-10;1 616,81805862147;-4,83%
2018-08-13;394;515;536;1,360406091;1,360368703;0,00%;4,14%;2018-08-13;1 611,79500724689;-6,29%
2018-08-14;394,9;515;535;1,35477336;1,360622592;-0,58%;5,32%;2018-08-14;1 608,55808000388;-5,62%
2018-08-15;395,2;515;532;1,346153846;1,360612865;-1,45%;6,48%;2018-08-15;1 593,59279400553;-3,53%
2018-08-16;398,7;515;535;1,341861048;1,360561183;-1,87%;5,89%;2018-08-16;1 611,33019996159;-4,30%
2018-08-17;403,1;515;537;1,332175639;1,360432989;-2,83%;5,58%;2018-08-17;1 622,71259363028;-3,49%
2018-08-20;404,8;515;540;1,333992095;1,360230424;-2,62%;6,72%;2018-08-20;1 630,91742237566;-3,46%
2018-08-21;405,9;515;541;1,332840601;1,359894512;-2,71%;7,74%;2018-08-21;1 637,60141512485;-2,70%
2018-08-22;407,9;515;542;1,328757048;1,359549173;-3,08%;7,45%;2018-08-22;1 643,45672396372;-3,03%
2018-08-23;408,5;515;543;1,329253366;1,359213684;-3,00%;7,74%;2018-08-23;1 643,70505209183;-2,77%
2018-08-24;408,6;515;543;1,328928047;1,358879869;-3,00%;7,54%;2018-08-24;1 646,86748983501;-3,48%
2018-08-27;413,1;515;547;1,324134592;1,358474135;-3,43%;7,02%;2018-08-27;1 665,09748554490;-4,72%
2018-08-28;414,8;515;550;1,325940212;1,358136478;-3,22%;8,37%;2018-08-28;1 671,14611619854;-3,69%
2018-08-29;414,5;515;552;1,33172497;1,357873732;-2,61%;9,51%;2018-08-29;1 677,21542264444;-3,86%
2018-08-30;414,6;515;552;1,331403763;1,357746594;-2,63%;9,74%;2018-08-30;1 672,56309184666;-2,65%
2018-08-31;412,7;515;549;1,330264114;1,357602124;-2,73%;9,28%;2018-08-31;1 658,16313714417;-2,85%
2018-09-03;413,8;515;550;1,329144514;1,357405404;-2,83%;8,36%;2018-09-03;1 660,14359803749;-3,18%
2018-09-04;413,1;515;547;1,324134592;1,35723512;-3,31%;8,30%;2018-09-04;1 645,94525596173;-2,53%
2018-09-05;408,1;515;544;1,333006616;1,356985752;-2,40%;8,89%;2018-09-05;1 631,73737683736;-0,91%
2018-09-06;408,2;515;543;1,330230279;1,356741242;-2,65%;9,28%;2018-09-06;1 632,41876173552;-0,61%
2018-09-07;405,6;515;536;1,321499014;1,356439932;-3,49%;10,77%;2018-09-07;1 618,19845196007;1,47%
2018-09-10;408,4;515;538;1,317335945;1,356069994;-3,87%;10,65%;2018-09-10;1 624,24551865319;1,40%
2018-09-11;405,4;515;537;1,324617662;1,355796723;-3,12%;12,48%;2018-09-11;1 620,38566043030;1,76%
2018-09-12;406,8;515;537;1,320058997;1,355389382;-3,53%;12,68%;2018-09-12;1 618,80664485877;2,07%
2018-09-13;407,9;515;539;1,321402304;1,355009545;-3,36%;11,84%;2018-09-13;1 621,84833110944;0,81%
2018-09-14;410,1;515;541;1,319190441;1,354843631;-3,57%;12,53%;2018-09-14;1 634,73626296138;0,45%
2018-09-17;408,5;515;541;1,324357405;1,354770183;-3,04%;12,85%;2018-09-17;1 640,59919746639;-0,59%
2018-09-18;404,7;515;539;1,331850754;1,354803646;-2,30%;13,69%;2018-09-18;1 625,45170569166;-0,18%
2018-09-19;407,3;515;541;1,328259268;1,354683188;-2,64%;11,91%;2018-09-19;1 630,50171232900;-1,06%
2018-09-20;410,8;515;543;1,3218111;1,354475259;-3,27%;11,05%;2018-09-20;1 645,84299163229;-1,23%
2018-09-21;419,9;515;544;1,295546559;1,354161373;-5,86%;8,74%;2018-09-21;1 662,32435944944;-1,77%
2018-09-24;410,7;515;543;1,322132944;1,354096998;-3,20%;10,74%;2018-09-24;1 655,00811209461;-1,48%
2018-09-25;413,2;515;545;1,318973863;1,353982164;-3,50%;10,82%;2018-09-25;1 656,70757046309;-3,54%
2018-09-26;413,2;515;545;1,318973863;1,35376522;-3,48%;10,31%;2018-09-26;1 658,28859900671;-4,88%
2018-09-27;416,8;515;547;1,312380038;1,353600679;-4,12%;10,58%;2018-09-27;1 676,37437046961;-4,23%
2018-09-28;410,7;515;547;1,331872413;1,353783174;-2,19%;11,01%;2018-09-28;1 662,35776664876;-3,70%
2018-10-01;410,5;515;548;1,334957369;1,354023914;-1,91%;12,94%;2018-10-01;1 667,44710103957;-2,56%
2018-10-02;409,3;515;547;1,336428048;1,354225556;-1,78%;12,66%;2018-10-02;1 656,90167244085;-2,65%
2018-10-03;417,4;515;549;1,315285098;1,354131707;-3,88%;9,61%;2018-10-03;1 665,14163925333;-3,48%
2018-10-04;413,4;515;545;1,318335752;1,353898862;-3,56%;11,20%;2018-10-04;1 648,96086212531;-2,32%
2018-10-05;409,2;515;538;1,314760508;1,353674927;-3,89%;12,98%;2018-10-05;1 634,85906169729;-1,26%
