Investor Date,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index Value,Avkastning OMXS#=
2016-11-28,"160,2",185.0,"1,154806492",#REF!,#REF!,"25,16%",2016-11-28,"1 472,68149394985","7,80%"
2016-11-29,"159,8",183.0,"1,145181477",#REF!,#REF!,"25,41%",2016-11-29,"1 467,17810181225","7,61%"
2016-11-30,158,185.0,"1,170886076",#REF!,#REF!,"27,15%",2016-11-30,"1 481,14084903734","6,86%"
2016-12-01,"159,8",185.0,"1,157697121",#REF!,#REF!,"26,16%",2016-12-01,"1 477,95113060148","7,20%"
2016-12-02,"158,8",184.0,"1,158690176",#REF!,#REF!,"26,64%",2016-12-02,"1 470,08278175541","7,84%"
2016-12-05,"162,6",187.0,"1,150061501",#REF!,#REF!,"24,91%",2016-12-05,"1 483,28616856019","7,62%"
2016-12-06,"162,4",188.0,"1,157635468",#REF!,#REF!,"24,63%",2016-12-06,"1 492,17069893477","7,28%"
2016-12-07,"164,3",190.0,"1,156421181",#REF!,#REF!,"23,62%",2016-12-07,"1 503,95381258581","6,66%"
2016-12-08,"164,8",192.0,"1,165048544",#REF!,#REF!,"22,88%",2016-12-08,"1 520,14803621574","5,96%"
2016-12-09,"166,9",194.0,"1,162372678",#REF!,#REF!,"20,97%",2016-12-09,"1 534,27294885465","5,83%"
2016-12-12,"165,1",195.0,"1,181102362",#REF!,#REF!,"23,44%",2016-12-12,"1 537,92540271028","5,66%"
2016-12-13,"167,3",196.0,"1,171548117",#REF!,#REF!,"23,31%",2016-12-13,"1 550,99848301163","5,60%"
2016-12-14,"167,3",195.0,"1,165570831",#REF!,#REF!,"23,85%",2016-12-14,"1 541,38807128439","6,44%"
2016-12-15,169,196.0,"1,159763314",#REF!,#REF!,"23,79%",2016-12-15,"1 550,51630921426","6,36%"
2016-12-16,"169,5",196.0,"1,156342183",#REF!,#REF!,"23,30%",2016-12-16,"1 548,19522963514","6,65%"
2016-12-19,"169,7",195.0,"1,149086623",#REF!,#REF!,"24,87%",2016-12-19,"1 542,70913908366","7,16%"
2016-12-20,"169,8",193.0,"1,136631331",#REF!,#REF!,"24,20%",2016-12-20,"1 536,72487564366","7,13%"
2016-12-21,168,193.0,"1,148809524",#REF!,#REF!,"25,89%",2016-12-21,"1 525,46718314733","8,03%"
2016-12-22,"167,5",192.0,"1,146268657",#REF!,#REF!,"26,39%",2016-12-22,"1 519,53883878117","8,21%"
2016-12-23,"167,9",193.0,"1,149493746",#REF!,#REF!,"25,67%",2016-12-23,"1 525,80136402455","7,60%"
2016-12-27,169,194.0,"1,147928994",#REF!,#REF!,"25,09%",2016-12-27,"1 533,31070328142","7,26%"
2016-12-28,"168,8",193.0,"1,143364929",#REF!,#REF!,"24,59%",2016-12-28,"1 527,30402144374","7,54%"
2016-12-29,"168,3",191.0,"1,134878194",#REF!,#REF!,"24,36%",2016-12-29,"1 518,36532122440","7,90%"
2016-12-30,"169,8",192.0,"1,130742049",#REF!,#REF!,"23,14%",2016-12-30,"1 517,19708986607","7,89%"
2017-01-02,"170,1",193.0,"1,13462669",#REF!,#REF!,"22,99%",2017-01-02,"1 526,82658186229","7,72%"
2017-01-03,"170,6",193.0,"1,13130129",#REF!,#REF!,"22,27%",2017-01-03,"1 534,69689963887","7,31%"
2017-01-04,"169,3",193.0,"1,139988187",#REF!,#REF!,"25,40%",2017-01-04,"1 530,92556801771","8,92%"
2017-01-05,"167,3",192.0,"1,147638972",#REF!,#REF!,"26,96%",2017-01-05,"1 522,10278065845","9,16%"
2017-01-09,"165,5",190.0,"1,148036254",#REF!,#REF!,"27,61%",2017-01-09,"1 509,82064359877","9,32%"
2017-01-10,167,191.0,"1,143712575",#REF!,#REF!,"26,47%",2017-01-10,"1 510,09174757427","9,25%"
2017-01-11,"167,5",192.0,"1,146268657",#REF!,#REF!,"28,72%",2017-01-11,"1 511,87615189922","9,72%"
2017-01-12,"166,3",190.0,"1,14251353",#REF!,#REF!,"29,83%",2017-01-12,"1 503,30747845734","10,76%"
2017-01-13,"166,9",192.0,"1,150389455",#REF!,#REF!,"28,16%",2017-01-13,"1 522,49013166678","9,18%"
2017-01-16,"166,4",192.0,"1,153846154",#REF!,#REF!,"29,33%",2017-01-16,"1 512,96890861372","10,49%"
2017-01-17,"164,2",191.0,"1,163215591",#REF!,#REF!,"32,40%",2017-01-17,"1 507,32014006883","10,93%"
2017-01-18,"165,9",192.0,"1,157323689",#REF!,#REF!,"30,62%",2017-01-18,"1 515,99220958619","10,34%"
2017-01-19,"166,8",193.0,"1,157074341",#REF!,#REF!,"31,77%",2017-01-19,"1 513,91670732568","10,82%"
2017-01-20,168,195.0,"1,160714286",#REF!,#REF!,"29,58%",2017-01-20,"1 525,48873608317","9,88%"
2017-01-23,"166,4",193.0,"1,159855769",#REF!,#REF!,"29,87%",2017-01-23,"1 504,68796694369","11,00%"
2017-01-24,"169,1",196.0,"1,159077469",#REF!,#REF!,"26,61%",2017-01-24,"1 522,85248532038","9,20%"
2017-01-25,"169,3",199.0,"1,175428234",#REF!,#REF!,"24,34%",2017-01-25,"1 545,98668952855","6,29%"
2017-01-26,"168,9",201.0,"1,190053286",#REF!,#REF!,"24,75%",2017-01-26,"1 553,88960123916","5,20%"
2017-01-27,"169,3",200.0,"1,181334908",#REF!,#REF!,"23,15%",2017-01-27,"1 538,76139238134","5,96%"
2017-01-30,"168,6",198.0,"1,174377224",#REF!,#REF!,"23,72%",2017-01-30,"1 528,88986015867","6,51%"
2017-01-31,"169,4",199.0,"1,174734357",#REF!,#REF!,"22,85%",2017-01-31,"1 536,75141048043","5,87%"
2017-02-01,171,201.0,"1,175438596",#REF!,#REF!,"22,51%",2017-02-01,"1 547,31011214045","5,58%"
2017-02-02,172,205.0,"1,191860465",#REF!,#REF!,"19,77%",2017-02-02,"1 551,85021400057","4,24%"
2017-02-03,"173,2",206.0,"1,189376443",#REF!,#REF!,"19,05%",2017-02-03,"1 557,31316731460","4,25%"
2017-02-06,"172,9",205.0,"1,185656449",#REF!,#REF!,"20,30%",2017-02-06,"1 548,89897469388","5,67%"
2017-02-07,"174,8",205.0,"1,172768879",#REF!,#REF!,"17,05%",2017-02-07,"1 550,94165553569","4,29%"
2017-02-08,"174,3",202.0,"1,1589214",#REF!,#REF!,"18,47%",2017-02-08,"1 549,23901735841","4,09%"
2017-02-09,"175,1",202.0,"1,153626499",#REF!,#REF!,"17,42%",2017-02-09,"1 557,49699164885","3,67%"
2017-02-10,"175,6",203.0,"1,156036446",#REF!,#REF!,"15,89%",2017-02-10,"1 562,72731741443","2,94%"
2017-02-13,"177,2",204.0,"1,151241535",#REF!,#REF!,"15,86%",2017-02-13,"1 572,18051545013","3,09%"
2017-02-14,"178,3",204.0,"1,144139091",#REF!,#REF!,"15,31%",2017-02-14,"1 569,75453119332","2,79%"
2017-02-15,"178,2",206.0,"1,156004489",#REF!,#REF!,"14,48%",2017-02-15,"1 574,02262863464","2,29%"
2017-02-16,"177,1",206.0,"1,163184641",#REF!,#REF!,"12,65%",2017-02-16,"1 576,32737521023","1,01%"
2017-02-17,"177,1",205.0,"1,157538114",#REF!,#REF!,"15,13%",2017-02-17,"1 570,58752499517","2,94%"
2017-02-20,"177,6",205.0,"1,154279279",#REF!,#REF!,"14,13%",2017-02-20,"1 576,32745257781","2,35%"
2017-02-21,"179,7",207.0,"1,151919866",#REF!,#REF!,"11,52%",2017-02-21,"1 590,08642002961","0,34%"
2017-02-22,"179,6",207.0,"1,152561247",#REF!,#REF!,"11,14%",2017-02-22,"1 582,13218028820","1,08%"
2017-02-23,"183,7",206.0,"1,121393576",#REF!,#REF!,"8,93%",2017-02-23,"1 588,30350622567","1,42%"
2017-02-24,"179,9",204.0,"1,133963313",#REF!,#REF!,"11,90%",2017-02-24,"1 569,85867722729","3,16%"
2017-02-27,179,204.0,"1,139664804",#REF!,#REF!,"12,57%",2017-02-27,"1 564,63204183327","3,78%"
2017-02-28,"178,7",204.0,"1,141578064",#REF!,#REF!,"12,59%",2017-02-28,"1 570,17238543533","3,16%"
2017-03-01,"182,6",207.0,"1,133625411",#REF!,#REF!,"9,47%",2017-03-01,"1 591,37279210770","1,15%"
2017-03-02,"181,6",205.0,"1,128854626",#REF!,#REF!,"11,29%",2017-03-02,"1 580,53305490767","0,87%"
2017-03-03,"181,2",206.0,"1,136865342",#REF!,#REF!,"11,92%",2017-03-03,"1 581,31590167998","2,17%"
2017-03-06,"180,6",205.0,"1,135105205",#REF!,#REF!,"12,51%",2017-03-06,"1 575,52257830454","2,28%"
2017-03-07,"180,5",206.0,"1,141274238",#REF!,#REF!,"11,91%",2017-03-07,"1 575,76844099039","1,56%"
2017-03-08,"181,6",206.0,"1,134361233",#REF!,#REF!,"13,22%",2017-03-08,"1 578,22885701698","2,41%"
2017-03-09,"181,7",207.0,"1,139240506",#REF!,#REF!,"12,22%",2017-03-09,"1 583,72972368251","1,42%"
2017-03-10,"181,7",208.0,"1,144744084",#REF!,#REF!,"11,94%",2017-03-10,"1 587,92755727800","0,44%"
2017-03-13,184,210.0,"1,141304348",#REF!,#REF!,"10,54%",2017-03-13,"1 594,70996391128","-0,39%"
2017-03-14,"183,3",208.0,"1,134751773",#REF!,#REF!,"10,47%",2017-03-14,"1 586,00020183031","-0,57%"
2017-03-15,"184,8",211.0,"1,141774892",#REF!,#REF!,"9,42%",2017-03-15,"1 588,88872946725","-0,57%"
2017-03-16,"186,9",211.0,"1,12894596",#REF!,#REF!,"9,10%",2017-03-16,"1 593,25362060558","-0,36%"
2017-03-17,"187,6",212.0,"1,130063966",#REF!,#REF!,"10,61%",2017-03-17,"1 584,96976593324","1,18%"
2017-03-20,"188,2",212.0,"1,126461211",#REF!,#REF!,"11,37%",2017-03-20,"1 583,25389820360","1,77%"
2017-03-21,"186,8",210.0,"1,124197002",#REF!,#REF!,"13,28%",2017-03-21,"1 570,87696451805","3,07%"
2017-03-22,"186,1",210.0,"1,128425578",#REF!,#REF!,"14,99%",2017-03-22,"1 562,96130483029","4,44%"
2017-03-23,188,212.0,"1,127659574",#REF!,#REF!,"14,10%",2017-03-23,"1 581,28493632786","3,04%"
2017-03-24,"186,9",211.0,"1,12894596",#REF!,#REF!,"14,55%",2017-03-24,"1 579,69847267015","3,20%"
2017-03-27,"187,6",210.0,"1,119402985",#REF!,#REF!,"13,70%",2017-03-27,"1 574,51084497791","3,42%"
2017-03-28,"189,1",211.0,"1,11581174",#REF!,#REF!,"12,59%",2017-03-28,"1 580,08856826432","2,99%"
2017-03-29,"191,2",212.0,"1,108786611",#REF!,#REF!,"10,93%",2017-03-29,"1 584,43031234387","2,45%"
2017-03-30,"192,9",214.0,"1,1093831",#REF!,#REF!,"10,37%",2017-03-30,"1 583,88218338252","2,46%"
2017-03-31,"194,1",216.0,"1,112828439",#REF!,#REF!,"9,84%",2017-03-31,"1 587,62636708139","2,34%"
2017-04-03,"193,7",212.0,"1,094475994",#REF!,#REF!,"11,36%",2017-04-03,"1 571,40885905339","3,77%"
2017-04-04,"192,8",211.0,"1,09439834",#REF!,#REF!,"13,02%",2017-04-04,"1 567,30354615562","4,35%"
2017-04-05,"192,4",211.0,"1,096673597",#REF!,#REF!,"14,29%",2017-04-05,"1 558,55613190618","5,46%"
2017-04-06,"192,2",213.0,"1,108220604",#REF!,#REF!,"13,27%",2017-04-06,"1 564,05195556434","4,29%"
2017-04-07,"192,8",214.0,"1,109958506",#REF!,#REF!,"11,41%",2017-04-07,"1 569,67089681109","2,22%"
2017-04-10,"194,4",214.0,"1,100823045",#REF!,#REF!,"10,08%",2017-04-10,"1 572,46806284721","2,55%"
2017-04-11,194,214.0,"1,103092784",#REF!,#REF!,"10,00%",2017-04-11,"1 570,91257472882","2,51%"
2017-04-12,"194,4",214.0,"1,100823045",#REF!,#REF!,"9,00%",2017-04-12,"1 575,01769319886","1,80%"
2017-04-13,"196,2",216.0,"1,100917431",#REF!,#REF!,"6,98%",2017-04-13,"1 572,81220753945","1,29%"
2017-04-18,"194,4",213.0,"1,095679012",#REF!,#REF!,"9,57%",2017-04-18,"1 557,20824675254","2,87%"
2017-04-19,"194,7",216.0,"1,109399076",#REF!,#REF!,"7,91%",2017-04-19,"1 565,73055641348","1,22%"
2017-04-20,"197,1",216.0,"1,095890411","-0,047371202","1,143261613","2,79%",2017-04-20,"1 568,73899664846","-1,43%"
2017-04-21,"196,7",217.0,"1,103202847","-0,039662145","1,142864992","0,08%",2017-04-21,"1 573,24530843541","-3,92%"
2017-04-24,"201,1",223.0,"1,108901044","-0,033509438","1,142410482","0,10%",2017-04-24,"1 609,26783476481","-3,61%"
2017-04-25,204,226.0,"1,107843137","-0,034197659","1,142040796","-4,75%",2017-04-25,"1 617,04752218932","-6,02%"
2017-04-26,"205,3",228.0,"1,110569898","-0,030873708","1,141443606","-6,26%",2017-04-26,"1 620,28011945129","-7,41%"
2017-04-27,"205,4",228.0,"1,110029211","-0,030942435","1,140971646","-4,99%",2017-04-27,"1 616,58032652991","-5,87%"
2017-04-28,206,229.0,"1,111650485","-0,028855421","1,140505907","-6,00%",2017-04-28,"1 626,99431617504","-6,99%"
2017-05-02,"209,2",231.0,"1,104206501","-0,035845396","1,140051897","-6,55%",2017-05-02,"1 636,50789612337","-6,38%"
2017-05-03,"209,1",229.0,"1,095169775","-0,04426365","1,139433425","-6,10%",2017-05-03,"1 633,98682613501","-5,59%"
2017-05-04,"211,5",230.0,"1,087470449","-0,051280295","1,138750744","-5,58%",2017-05-04,"1 638,33115892731","-4,97%"
2017-05-05,"213,4",230.0,"1,077788191","-0,060098589","1,13788678","-6,40%",2017-05-05,"1 642,03858568776","-5,55%"
2017-05-08,"213,6",228.0,"1,06741573","-0,069530882","1,136946613","-5,66%",2017-05-08,"1 639,49376888431","-4,26%"
2017-05-09,"214,5",230.0,"1,072261072","-0,063607904","1,135868976","-6,06%",2017-05-09,"1 653,10805478623","-4,72%"
2017-05-10,"210,6",225.0,"1,068376068","-0,066471402","1,134847471","-4,75%",2017-05-10,"1 649,64687603877","-4,59%"
2017-05-11,"211,6",224.0,"1,058601134","-0,07518723","1,133788365","-5,39%",2017-05-11,"1 642,01845557660","-3,95%"
2017-05-12,"209,8",222.0,"1,05815062","-0,074631679","1,132782298","-4,43%",2017-05-12,"1 646,45304421387","-3,61%"
2017-05-15,"211,1",224.0,"1,061108479","-0,070730911","1,13183939","-5,31%",2017-05-15,"1 649,84378286980","-3,73%"
2017-05-16,211,225.0,"1,066350711","-0,064669512","1,131020223","-5,66%",2017-05-16,"1 653,05556415664","-4,21%"
2017-05-17,205,221.0,"1,07804878","-0,052391417","1,130440198","-4,29%",2017-05-17,"1 628,36602119636","-4,16%"
2017-05-18,"200,9",218.0,"1,085116974","-0,044692605","1,129809578","-4,11%",2017-05-18,"1 615,26913657638","-5,50%"
2017-05-19,"200,8",220.0,"1,09561753","-0,033690552","1,129308082","-3,71%",2017-05-19,"1 629,20639251767","-4,99%"
2017-05-22,202,219.0,"1,084158416","-0,044502782","1,128661198","-3,29%",2017-05-22,"1 629,21200959293","-4,25%"
2017-05-23,"203,8",222.0,"1,089303238","-0,038777506","1,128080745","-4,15%",2017-05-23,"1 641,70539145597","-4,72%"
2017-05-24,"203,7",222.0,"1,089837997","-0,037712778","1,127550775","-3,58%",2017-05-24,"1 638,88993079628","-3,26%"
2017-05-26,"204,5",221.0,"1,080684597","-0,046329608","1,127014205","-3,81%",2017-05-26,"1 635,77292719433","-2,82%"
2017-05-29,202,220.0,"1,089108911","-0,037493085","1,126601995","-1,88%",2017-05-29,"1 631,91449783176","-2,33%"
2017-05-30,"204,6",222.0,"1,085043988","-0,041067089","1,126111078","-4,25%",2017-05-30,"1 639,73637930973","-3,76%"
2017-05-31,"205,4",222.0,"1,080817916","-0,044793326","1,125611242","-4,28%",2017-05-31,"1 639,10916065137","-3,28%"
2017-06-01,"206,1",222.0,"1,077147016","-0,047842036","1,124989052","-4,54%",2017-06-01,"1 641,32228545135","-2,99%"
2017-06-02,"209,3",224.0,"1,070234114","-0,053988554","1,124222668","-5,92%",2017-06-02,"1 646,66530198976","-4,44%"
2017-06-05,"208,9",222.0,"1,06270943","-0,060668417","1,123377848","-7,68%",2017-06-05,"1 637,89663095584","-5,52%"
2017-06-07,209,224.0,"1,071770335","-0,050895213","1,122665548","-7,27%",2017-06-07,"1 640,54217467475","-5,40%"
2017-06-08,"208,9",225.0,"1,077070369","-0,044910048","1,121980417","-8,09%",2017-06-08,"1 643,76903680878","-5,72%"
2017-06-09,211,227.0,"1,075829384","-0,045490794","1,121320178","-10,45%",2017-06-09,"1 654,79891531032","-8,40%"
2017-06-12,"209,1",224.0,"1,071257771","-0,049278924","1,120536696","-10,26%",2017-06-12,"1 638,79782739106","-7,67%"
2017-06-13,"210,9",226.0,"1,071597914","-0,048124443","1,119722357","-11,59%",2017-06-13,"1 648,60941518376","-9,22%"
2017-06-14,"208,5",223.0,"1,069544365","-0,049250554","1,118794919","-8,68%",2017-06-14,"1 639,59482820394","-7,90%"
2017-06-15,"204,5",223.0,"1,090464548","-0,027668399","1,118132947","-6,65%",2017-06-15,"1 624,97155351117","-6,94%"
2017-06-16,"209,2",223.0,"1,065965583","-0,051265297","1,11723088","-7,29%",2017-06-16,"1 635,93484206163","-6,15%"
2017-06-19,"211,2",226.0,"1,070075758","-0,046257711","1,116333469","-10,06%",2017-06-19,"1 653,39535853739","-8,75%"
2017-06-20,"210,2",225.0,"1,070409134","-0,045038725","1,115447859","-11,04%",2017-06-20,"1 647,66775543369","-9,29%"
2017-06-21,"209,6",225.0,"1,073473282","-0,04112701","1,114600292","-8,64%",2017-06-21,"1 641,70810018876","-6,97%"
2017-06-22,212,226.0,"1,066037736","-0,047479482","1,113517218","-10,57%",2017-06-22,"1 645,35827487893","-8,14%"
2017-06-26,"209,7",225.0,"1,072961373","-0,039396519","1,112357892","-10,01%",2017-06-26,"1 643,52252133204","-8,04%"
2017-06-27,"207,5",223.0,"1,074698795","-0,036603294","1,111302089","-8,55%",2017-06-27,"1 628,54361158713","-6,25%"
2017-06-28,"206,3",223.0,"1,080950073","-0,029426995","1,110377068","-9,36%",2017-06-28,"1 630,98458545394","-7,74%"
2017-06-29,"201,1",219.0,"1,089010443","-0,020517874","1,109528316","-5,92%",2017-06-29,"1 613,21802503377","-5,85%"
2017-06-30,202,219.0,"1,084158416","-0,024466136","1,108624552","-6,14%",2017-06-30,"1 602,53110728381","-4,73%"
2017-07-03,"204,1",222.0,"1,087702107","-0,019891175","1,107593281","-7,01%",2017-07-03,"1 627,41033515619","-6,21%"
2017-07-04,"204,3",222.0,"1,086637298","-0,019938764","1,106576062","-6,27%",2017-07-04,"1 621,67214039820","-4,72%"
2017-07-05,"202,8",223.0,"1,099605523","-0,00611855","1,105724073","-8,78%",2017-07-05,"1 627,20727865973","-4,59%"
2017-07-06,201,222.0,"1,104477612","-0,00057031","1,105047922","-6,92%",2017-07-06,"1 620,99154847796","-3,87%"
2017-07-07,"200,3",222.0,"1,108337494","0,003790403","1,104547091","-6,27%",2017-07-07,"1 616,99855396944","-2,75%"
2017-07-10,"200,8",224.0,"1,115537849","0,011367873","1,104169975","-5,38%",2017-07-10,"1 624,80622556648","-2,29%"
2017-07-11,"199,2",225.0,"1,129518072","0,025610655","1,103907417","-4,84%",2017-07-11,"1 621,56977044001","-2,85%"
2017-07-12,"202,4",229.0,"1,131422925","0,027711731","1,103711193","-8,79%",2017-07-12,"1 650,59249471252","-5,65%"
2017-07-13,203,227.0,"1,118226601","0,014771967","1,103454634","-8,52%",2017-07-13,"1 642,48534827941","-4,18%"
2017-07-14,"203,5",227.0,"1,115479115","0,012425723","1,103053393","-7,79%",2017-07-14,"1 646,82660821282","-4,01%"
2017-07-17,"203,9",225.0,"1,103482099","0,001019821","1,102462278","-9,20%",2017-07-17,"1 639,32572184574","-4,19%"
2017-07-18,"198,8",219.0,"1,101609658","-0,000298873","1,101908531","-4,83%",2017-07-18,"1 607,35548274529","-1,02%"
2017-07-19,"199,6",220.0,"1,102204409","0,00081147","1,101392939","-5,54%",2017-07-19,"1 609,96400004153","-2,67%"
2017-07-20,200,219.0,"1,095","-0,005829376","1,100829376","-4,00%",2017-07-20,"1 597,83534376571","-1,30%"
2017-07-21,"197,8",217.0,"1,097067745","-0,00321219","1,100279935","-1,16%",2017-07-21,"1 581,37189201567","1,05%"
2017-07-24,"195,8",216.0,"1,103166496","0,003067028","1,100099469","0,13%",2017-07-24,"1 566,87850244109","2,68%"
2017-07-25,"196,8",217.0,"1,102642276","0,002852917","1,09978936","0,20%",2017-07-25,"1 568,90901177601","3,05%"
2017-07-26,197,219.0,"1,111675127","0,012162893","1,099512234","-1,42%",2017-07-26,"1 580,22030211729","1,46%"
2017-07-27,"197,5",217.0,"1,098734177","-0,00035386","1,099088037","-2,71%",2017-07-27,"1 570,47583349137","1,79%"
2017-07-28,"195,1",215.0,"1,101998975","0,003224071","1,098774904","-1,23%",2017-07-28,"1 557,56070875125","3,16%"
2017-07-31,196,214.0,"1,091836735","-0,006571656","1,09840839","-1,10%",2017-07-31,"1 548,18948957328","3,49%"
2017-08-01,"199,1",216.0,"1,084881969","-0,013011735","1,097893703","-1,63%",2017-08-01,"1 566,31303825596","3,36%"
2017-08-02,"198,7",214.0,"1,077000503","-0,020317906","1,097318409","-1,51%",2017-08-02,"1 563,20455027457","3,74%"
2017-08-03,"198,9",214.0,"1,075917547","-0,020753767","1,096671313","0,10%",2017-08-03,"1 559,65575403479","4,27%"
2017-08-04,"199,5",216.0,"1,082706767","-0,013453116","1,096159883","0,05%",2017-08-04,"1 573,46702250669","3,24%"
2017-08-07,"199,6",216.0,"1,082164329","-0,013430444","1,095594772","-3,23%",2017-08-07,"1 575,47212999432","1,69%"
2017-08-08,"199,5",217.0,"1,087719298","-0,007310872","1,095030171","-3,88%",2017-08-08,"1 581,31887755796","0,77%"
2017-08-09,"199,4",215.0,"1,078234704","-0,016171015","1,094405719","-3,94%",2017-08-09,"1 571,20077830300","1,00%"
2017-08-10,"195,7",212.0,"1,083290751","-0,010605452","1,093896204","-2,63%",2017-08-10,"1 554,75266493396","1,72%"
2017-08-11,"193,4",210.0,"1,085832472","-0,007509847","1,093342318","-2,33%",2017-08-11,"1 538,95558577934","2,17%"
2017-08-14,"196,2",211.0,"1,075433231","-0,017379258","1,092812489","-4,61%",2017-08-14,"1 554,57762115964","0,51%"
2017-08-15,"195,8",210.0,"1,072522983","-0,019719794","1,092242777","-5,41%",2017-08-15,"1 543,37471667125","0,43%"
2017-08-16,"196,7",210.0,"1,067615658","-0,024044489","1,091660147","-4,27%",2017-08-16,"1 552,16296597815","1,12%"
2017-08-17,"194,5",208.0,"1,06940874","-0,021708949","1,091117689","-3,06%",2017-08-17,"1 540,08532644885","1,60%"
2017-08-18,"193,1",207.0,"1,071983428","-0,018575428","1,090558856","-3,18%",2017-08-18,"1 532,11696858008","1,76%"
2017-08-21,"191,5",206.0,"1,075718016","-0,014326568","1,090044583","-2,61%",2017-08-21,"1 524,24977916571","2,06%"
2017-08-22,"192,7",210.0,"1,089776855","0,000120085","1,08965677","-4,44%",2017-08-22,"1 543,75956532501","0,78%"
2017-08-23,"192,7",209.0,"1,084587442","-0,00472462","1,089312062","-3,81%",2017-08-23,"1 542,13612817713","1,88%"
2017-08-24,"190,2",209.0,"1,098843323","0,009699265","1,089144058","-3,15%",2017-08-24,"1 537,98890724606","2,23%"
2017-08-25,191,209.0,"1,094240838","0,005240797","1,08900004","-3,74%",2017-08-25,"1 540,81992540108","1,96%"
2017-08-28,"189,1",208.0,"1,099947118","0,011040503","1,088906615","-2,27%",2017-08-28,"1 536,88243643670","3,33%"
2017-08-29,"187,2",205.0,"1,09508547","0,006354528","1,088730942","-1,52%",2017-08-29,"1 520,90433778998","3,26%"
2017-08-30,"187,2",207.0,"1,105769231","0,016926475","1,088842756","-3,93%",2017-08-30,"1 535,96396288578","1,67%"
2017-08-31,"188,2",209.0,"1,110520723","0,021518339","1,089002384","-4,91%",2017-08-31,"1 546,85957311060","1,16%"
2017-09-01,"191,7",214.0,"1,116327595","0,027130618","1,089196978","-7,59%",2017-09-01,"1 558,79091488653","0,87%"
2017-09-04,"190,8",213.0,"1,116352201","0,027074713","1,089277488","-8,86%",2017-09-04,"1 551,89134133653","-0,15%"
2017-09-05,190,212.0,"1,115789474","0,026454253","1,089335221","-10,16%",2017-09-05,"1 546,98867227348","-0,80%"
2017-09-06,"192,6",212.0,"1,100726895","0,011392626","1,089334269","-11,97%",2017-09-06,"1 541,27077169022","-0,78%"
2017-09-07,"195,7",214.0,"1,093510475","0,004271081","1,089239394","-12,37%",2017-09-07,"1 553,02451169247","-0,78%"
2017-09-08,"195,8",214.0,"1,092951992","0,003790529","1,089161463","-13,02%",2017-09-08,"1 552,31701057698","-1,33%"
2017-09-11,"197,7",215.0,"1,087506323","-0,001522357","1,08902868","-12,14%",2017-09-11,"1 572,16281314086","-0,85%"
2017-09-12,"199,3",216.0,"1,083793276","-0,005117723","1,088910999","-13,97%",2017-09-12,"1 580,13075960481","-2,49%"
2017-09-13,"199,1",215.0,"1,079859367","-0,00875916","1,088618527","-13,66%",2017-09-13,"1 580,03848427760","-2,64%"
2017-09-14,"200,5",216.0,"1,077306733","-0,011127797","1,08843453","-15,36%",2017-09-14,"1 587,52448098848","-4,11%"
2017-09-15,"200,4",214.0,"1,067864271","-0,020220372","1,088084643","-13,05%",2017-09-15,"1 578,86813550465","-3,31%"
2017-09-18,"200,9",215.0,"1,070184171","-0,017517137","1,087701308","-11,80%",2017-09-18,"1 582,78364546328","-3,70%"
2017-09-19,"201,6",215.0,"1,066468254","-0,020823402","1,087291656","-11,88%",2017-09-19,"1 584,42618493982","-2,74%"
2017-09-20,"201,1",214.0,"1,06414719","-0,022684834","1,086832025","-11,31%",2017-09-20,"1 585,37983863568","-2,33%"
2017-09-21,"203,1",215.0,"1,058591827","-0,027730917","1,086322744","-13,47%",2017-09-21,"1 596,31236853396","-4,39%"
2017-09-22,"202,4",216.0,"1,067193676","-0,018688902","1,085882577","-12,60%",2017-09-22,"1 600,77278927832","-3,70%"
2017-09-25,"203,1",217.0,"1,068439193","-0,017089253","1,085528446","-12,24%",2017-09-25,"1 604,09848517844","-3,32%"
2017-09-26,"202,5",217.0,"1,071604938","-0,013690192","1,085295131","-11,88%",2017-09-26,"1 610,75612456686","-3,60%"
2017-09-27,"201,9",218.0,"1,079742447","-0,005476169","1,085218616","-11,49%",2017-09-27,"1 623,77253437852","-4,14%"
2017-09-28,"203,8",220.0,"1,079489696","-0,005745766","1,085235462","-11,38%",2017-09-28,"1 624,97891651268","-3,36%"
2017-09-29,"206,3",222.0,"1,076102763","-0,009218709","1,085321472","-12,51%",2017-09-29,"1 637,81821693497","-3,26%"
2017-10-02,"207,2",223.0,"1,076254826","-0,009106188","1,085361015","-12,40%",2017-10-02,"1 640,65135847749","-3,73%"
2017-10-03,"209,2",224.0,"1,070745698","-0,014638778","1,085384476","-13,48%",2017-10-03,"1 649,17682221816","-4,16%"
2017-10-04,209,225.0,"1,076555024","-0,009007214","1,085562238","-11,96%",2017-10-04,"1 651,08909383207","-3,01%"
2017-10-05,"211,9",227.0,"1,071260028","-0,014432005","1,085692034","-14,02%",2017-10-05,"1 653,15152993452","-3,62%"
2017-10-06,"210,9",225.0,"1,06685633","-0,018892613","1,085748943","-12,38%",2017-10-06,"1 646,27781468722","-2,28%"
2017-10-09,"211,5",225.0,"1,063829787","-0,021894196","1,085723983","-12,27%",2017-10-09,"1 647,92444671847","-2,13%"
