Investor Date,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index Value,Avkastning OMXS#=
2021-12-16,"274,2",314.0,"1,145149526","0,072942835","1,072206691","-18,09%",2021-12-16,"2 311,02644361029","-20,40%"
2021-12-17,"267,8",312.0,"1,165048544","0,09075184","1,074296703","-13,48%",2021-12-17,"2 305,91936077858","-17,19%"
2021-12-20,"267,7",310.0,"1,158012701","0,08171007","1,076302631","-14,64%",2021-12-20,"2 285,71656565328","-17,62%"
2021-12-21,"268,4",313.0,"1,166169896","0,087819246","1,07835065","-14,08%",2021-12-21,"2 319,52109212842","-18,82%"
2021-12-22,273,315.0,"1,153846154","0,073492281","1,080353873","-19,12%",2021-12-22,"2 334,80549089464","-21,12%"
2021-12-23,"279,3",324.0,"1,160042965","0,077522442","1,082520522","-22,09%",2021-12-23,"2 385,62712351620","-23,00%"
2021-12-27,"282,8",327.0,"1,156294201","0,071611991","1,084682209","-22,31%",2021-12-27,"2 406,61372887888","-23,79%"
2021-12-28,"284,5",329.0,"1,156414763","0,06982457","1,086590193","-23,51%",2021-12-28,"2 420,47447028660","-24,21%"
2021-12-29,"283,9",330.0,"1,16238112","0,073829695","1,088551426","-20,75%",2021-12-29,"2 418,90420155465","-23,24%"
2021-12-30,"284,1",329.0,"1,158042943","0,067593675","1,090449268","-20,98%",2021-12-30,"2 419,73438710295","-22,76%"
2022-01-03,"286,6",333.0,"1,161898116","0,069614792","1,092283324","-19,30%",2022-01-03,"2 444,18859448484","-21,92%"
2022-01-04,"292,8",338.0,"1,154371585","0,060470908","1,093900677","-19,16%",2022-01-04,"2 456,17156797456","-21,07%"
2022-01-05,"290,1",337.0,"1,16166839","0,066087239","1,095581152","-19,34%",2022-01-05,"2 442,81095296089","-21,14%"
2022-01-07,"284,5",334.0,"1,173989455","0,076780838","1,097208618","-16,87%",2022-01-07,"2 400,95207984023","-20,62%"
2022-01-10,"285,8",330.0,"1,154653604","0,055916917","1,098736687","-17,07%",2022-01-10,"2 352,73306607810","-19,18%"
2022-01-11,"289,8",334.0,"1,152518979","0,052297737","1,100221242","-16,60%",2022-01-11,"2 379,18898809460","-18,51%"
2022-01-12,"292,8",334.0,"1,140710383","0,039158034","1,101552349","-15,30%",2022-01-12,"2 399,17573991386","-18,08%"
2022-01-13,"296,1",337.0,"1,13812901","0,035299883","1,102829128","-16,72%",2022-01-13,"2 397,96017119756","-17,84%"
2022-01-14,290,332.0,"1,144827586","0,040671402","1,104156184","-14,76%",2022-01-14,"2 358,29072791491","-16,54%"
2022-01-17,"289,3",333.0,"1,151054269","0,045555421","1,105498848","-14,07%",2022-01-17,"2 363,12016084736","-16,45%"
2022-01-18,"280,5",328.0,"1,169340463","0,062429745","1,106910718","-11,55%",2022-01-18,"2 322,79630559202","-15,25%"
2022-01-19,"281,7",330.0,"1,171458999","0,063243275","1,108215724","-12,25%",2022-01-19,"2 332,95782270847","-15,34%"
2022-01-20,"288,2",332.0,"1,151977793","0,042658908","1,109318885","-14,64%",2022-01-20,"2 354,50873834028","-15,88%"
2022-01-21,"283,4",326.0,"1,150317572","0,039847296","1,110470276","-13,83%",2022-01-21,"2 314,06243877163","-15,30%"
2022-01-24,"274,9",316.0,"1,149508912","0,037795342","1,11171357","-9,75%",2022-01-24,"2 223,98591932835","-10,12%"
2022-01-25,280,321.0,"1,146428571","0,033521613","1,112906958","-10,71%",2022-01-25,"2 239,72356577815","-10,32%"
2022-01-26,"285,1",324.0,"1,136443353","0,022351628","1,114091726","-11,01%",2022-01-26,"2 286,11018358722","-10,94%"
2022-01-27,289,326.0,"1,128027682","0,012952752","1,115074929","-11,90%",2022-01-27,"2 270,12483236855","-10,44%"
2022-01-28,"283,3",321.0,"1,133074479","0,017047222","1,116027258","-6,49%",2022-01-28,"2 266,82007783583","-7,09%"
2022-01-31,"286,9",322.0,"1,12234228","0,005551496","1,116790784","-7,11%",2022-01-31,"2 290,15916838830","-7,92%"
2022-02-01,"290,1",328.0,"1,130644605","0,012974959","1,117669646","-7,38%",2022-02-01,"2 313,20176613390","-8,87%"
2022-02-02,"288,6",328.0,"1,136521137","0,01795991","1,118561226","-6,96%",2022-02-02,"2 324,47726648740","-9,74%"
2022-02-03,282,326.0,"1,156028369","0,036405533","1,119622835","-5,57%",2022-02-03,"2 277,66877134900","-8,90%"
2022-02-04,"275,6",318.0,"1,153846154","0,033255934","1,12059022","-4,83%",2022-02-04,"2 254,30206214110","-8,31%"
2022-02-07,"279,3",321.0,"1,149301826","0,027839268","1,121462558","-5,16%",2022-02-07,"2 278,64493588001","-8,39%"
2022-02-08,"279,8",322.0,"1,150822016","0,028312597","1,122509419","-6,72%",2022-02-08,"2 274,39765960356","-8,43%"
2022-02-09,"286,6",326.0,"1,137473831","0,014120735","1,123353097","-8,09%",2022-02-09,"2 313,14124717889","-9,36%"
2022-02-10,283,330.0,"1,166077739","0,041632905","1,124444834","-5,58%",2022-02-10,"2 314,26044883239","-8,83%"
2022-02-11,"286,7",329.0,"1,147540984","0,022209685","1,125331298","-6,49%",2022-02-11,"2 293,77218584093","-8,15%"
2022-02-14,"282,4",323.0,"1,143767705","0,017622424","1,126145281","-3,79%",2022-02-14,"2 240,96528583043","-5,54%"
2022-02-15,291,329.0,"1,130584192","0,003990269","1,126593923","-9,04%",2022-02-15,"2 282,06242327059","-8,14%"
2022-02-16,"292,6",327.0,"1,117566644","-0,009351506","1,126918149","-9,88%",2022-02-16,"2 263,40519874047","-7,56%"
2022-02-17,"282,8",322.0,"1,138613861","0,011201611","1,12741225","-5,91%",2022-02-17,"2 229,14708973974","-5,68%"
2022-02-18,"276,1",318.0,"1,15175661","0,023809095","1,127947515","-2,93%",2022-02-18,"2 197,71672566934","-3,30%"
2022-02-21,"268,2",311.0,"1,159582401","0,031024395","1,128558006","-1,57%",2022-02-21,"2 159,29993861768","-1,38%"
2022-02-22,268,308.0,"1,149253731","0,020118056","1,129135676","-0,67%",2022-02-22,"2 157,91575394170","-0,84%"
2022-02-23,"262,7",304.0,"1,157213552","0,027394923","1,129818629","-0,15%",2022-02-23,"2 142,02873157670","-1,44%"
2022-02-24,"255,5",290.0,"1,135029354","0,004846517","1,130182837","-0,78%",2022-02-24,"2 078,06256700702","0,50%"
2022-02-25,"259,8",298.0,"1,147036182","0,016443683","1,130592499","-2,77%",2022-02-25,"2 141,52430467565","-2,32%"
2022-02-28,"258,9",287.0,"1,108536114","-0,02207628","1,130612394","-0,08%",2022-02-28,"2 134,07284171208","-0,83%"
2022-03-01,"251,5",277.0,"1,10139165","-0,029215533","1,130607183","2,98%",2022-03-01,"2 084,93255074647","1,15%"
2022-03-02,"251,7",279.0,"1,108462455","-0,022155052","1,130617507","3,54%",2022-03-02,"2 096,53359616970","2,11%"
2022-03-03,"241,3",274.0,"1,135515955","0,004701819","1,130814137","8,25%",2022-03-03,"2 048,51101754721","4,42%"
2022-03-04,"237,4",265.0,"1,116259478","-0,014552408","1,130811886","7,71%",2022-03-04,"1 985,54144972792","4,73%"
2022-03-07,"236,2",266.0,"1,126164268","-0,004820971","1,130985239","6,90%",2022-03-07,"1 980,35080311680","3,32%"
2022-03-08,"242,7",267.0,"1,100123609","-0,030748807","1,130872416","4,66%",2022-03-08,"1 972,04288848170","3,85%"
2022-03-09,252,279.0,"1,107142857","-0,023682222","1,130825079","0,16%",2022-03-09,"2 041,61505784687","-0,25%"
2022-03-10,"248,7",279.0,"1,121833534","-0,009065657","1,130899192","3,78%",2022-03-10,"2 038,92284644675","1,29%"
2022-03-11,"252,6",283.0,"1,120348377","-0,010594128","1,130942505","0,75%",2022-03-11,"2 070,79730346885","-1,33%"
2022-03-14,"262,1",290.0,"1,106447921","-0,024428535","1,130876456","-1,76%",2022-03-14,"2 096,44013208828","-2,01%"
2022-03-15,"257,8",287.0,"1,113266098","-0,017583391","1,130849489","0,19%",2022-03-15,"2 085,08307390536","-0,84%"
2022-03-16,"266,6",299.0,"1,121530383","-0,009390322","1,130920705","-4,20%",2022-03-16,"2 167,15400375717","-5,28%"
2022-03-17,267,296.0,"1,108614232","-0,022313205","1,130927437","-3,71%",2022-03-17,"2 159,00086578257","-3,88%"
2022-03-18,"270,9",296.0,"1,092654116","-0,038170153","1,130824269","-6,61%",2022-03-18,"2 178,82507986768","-6,22%"
2022-03-21,"270,5",298.0,"1,101663586","-0,029055146","1,130718732","-4,88%",2022-03-21,"2 181,04716677668","-4,83%"
2022-03-22,"271,5",298.0,"1,097605893","-0,033161616","1,130767509","-4,01%",2022-03-22,"2 182,77684642067","-4,25%"
2022-03-23,268,294.0,"1,097014925","-0,033806574","1,130821499","-2,28%",2022-03-23,"2 155,64180215497","-1,64%"
2022-03-24,"265,7",292.0,"1,098983816","-0,031962167","1,130945983","-0,94%",2022-03-24,"2 134,16458841796","0,15%"
2022-03-25,"264,7",286.0,"1,080468455","-0,050609099","1,131077554","1,51%",2022-03-25,"2 106,52002773433","4,05%"
2022-03-28,"264,5",290.0,"1,096408318","-0,035004962","1,13141328","0,57%",2022-03-28,"2 124,93126936346","2,62%"
2022-03-29,"270,9",297.0,"1,096345515","-0,035443272","1,131788787","-0,52%",2022-03-29,"2 154,37570827883","2,48%"
2022-03-30,269,290.0,"1,078066914","-0,053809623","1,131876537","2,45%",2022-03-30,"2 130,30026090291","4,46%"
2022-03-31,"263,9",286.0,"1,083743842","-0,048149719","1,131893561","3,45%",2022-03-31,"2 095,17270723449","5,82%"
2022-04-01,"266,8",289.0,"1,083208396","-0,048625367","1,131833763","3,34%",2022-04-01,"2 119,61549622358","4,98%"
2022-04-04,"267,2",287.0,"1,074101796","-0,05746711","1,131568906","1,91%",2022-04-04,"2 136,44233037463","3,58%"
2022-04-05,"263,8",284.0,"1,076573161","-0,054739579","1,13131274","3,98%",2022-04-05,"2 132,52309789021","4,04%"
2022-04-06,"257,8",282.0,"1,093871218","-0,03737876","1,131249978","4,23%",2022-04-06,"2 101,21006673965","3,46%"
2022-04-07,"256,8",283.0,"1,102024922","-0,029313942","1,131338864","5,76%",2022-04-07,"2 108,03542618445","4,24%"
2022-04-08,"257,8",290.0,"1,124903026","-0,006858722","1,131761748","6,71%",2022-04-08,"2 131,86216479204","4,35%"
2022-04-11,"256,3",285.0,"1,111978151","-0,019894359","1,13187251","6,94%",2022-04-11,"2 097,70729328776","5,65%"
2022-04-12,"257,3",285.0,"1,107656432","-0,024185656","1,131842088","7,50%",2022-04-12,"2 102,20399045153","4,86%"
2022-04-13,260,284.0,"1,092307692","-0,039371024","1,131678716","6,69%",2022-04-13,"2 098,57739979686","4,38%"
2022-04-14,"260,5",284.0,"1,090211132","-0,041218341","1,131429473","6,72%",2022-04-14,"2 092,85671036544","5,01%"
2022-04-19,"261,3",287.0,"1,098354382","-0,032845329","1,131199711","5,66%",2022-04-19,"2 097,89217831832","4,87%"
2022-04-20,"261,6",292.0,"1,116207951","-0,014851205","1,131059156","4,93%",2022-04-20,"2 109,10240653269","4,24%"
2022-04-21,"265,1",295.0,"1,112787627","-0,017969768","1,130757395","5,39%",2022-04-21,"2 126,44290423467","3,94%"
2022-04-22,"252,1",290.0,"1,150337168","0,019495681","1,130841486","15,07%",2022-04-22,"2 094,94182647866","9,19%"
2022-04-25,239,283.0,"1,184100418","0,052738343","1,131362075","20,42%",2022-04-25,"2 050,63777094704","11,89%"
2022-04-26,"238,1",280.0,"1,17597648","0,044276072","1,131700409","19,11%",2022-04-26,"2 018,32722705901","11,88%"
2022-04-27,"238,5",285.0,"1,194968553","0,06275113","1,132217423","20,00%",2022-04-27,"2 048,68705837694","10,06%"
2022-04-28,"243,8",284.0,"1,164889253","0,032532994","1,132356259","17,23%",2022-04-28,"2 038,56321710555","10,08%"
2022-04-29,"250,5",286.0,"1,141716567","0,00954148","1,132175087","13,29%",2022-04-29,"2 058,89769188427","8,57%"
2022-05-02,"243,3",282.0,"1,159062885","0,026834716","1,132228169","14,88%",2022-05-02,"2 020,40618091972","8,93%"
2022-05-03,"241,4",284.0,"1,176470588","0,044168696","1,132301892","17,85%",2022-05-03,"2 034,46408775123","9,77%"
2022-05-04,"241,6",280.0,"1,158940397","0,026619836","1,132320562","18,34%",2022-05-04,"2 011,12094688846","11,01%"
2022-05-05,"243,3",277.0,"1,138512125","0,006154079","1,132358046","18,37%",2022-05-05,"1 985,12843814662","13,60%"
2022-05-06,"235,4",275.0,"1,168224299","0,035462731","1,132761568","22,64%",2022-05-06,"1 961,99666838430","15,01%"
2022-05-09,"233,9",270.0,"1,154339461","0,021177383","1,133162078","22,83%",2022-05-09,"1 914,82496132525","17,47%"
2022-05-10,"236,2",273.0,"1,155800169","0,022183847","1,133616323","21,30%",2022-05-10,"1 943,11044855418","15,20%"
2022-05-11,"246,7",280.0,"1,134981759","0,001156854","1,133824905","14,31%",2022-05-11,"1 977,46816462450","12,44%"
2022-05-12,"245,1",280.0,"1,142390861","0,008368144","1,134022717","15,46%",2022-05-12,"1 973,47689952231","12,66%"
2022-05-13,"245,3",284.0,"1,157766001","0,023618369","1,134147632","15,90%",2022-05-13,"2 011,33405443869","10,75%"
2022-05-16,245,285.0,"1,163265306","0,02913533","1,134129976","15,71%",2022-05-16,"2 004,49248596129","10,07%"
2022-05-17,"248,4",290.0,"1,16747182","0,033248189","1,134223631","15,50%",2022-05-17,"2 027,33938982087","10,24%"
2022-05-18,249,287.0,"1,152610442","0,018521063","1,134089379","15,50%",2022-05-18,"2 002,54055051011","11,20%"
2022-05-19,"244,9",286.0,"1,167823601","0,033595832","1,13422777","17,35%",2022-05-19,"1 992,40095445732","11,16%"
2022-05-20,"249,8",286.0,"1,144915933","0,010837936","1,134077997","14,01%",2022-05-20,"1 994,08957644406","11,06%"
2022-05-23,"253,2",289.0,"1,141390205","0,007459773","1,133930433","14,26%",2022-05-23,"2 018,87226308463","11,59%"
2022-05-24,"250,5",287.0,"1,145708583","0,011884152","1,133824431","15,97%",2022-05-24,"2 001,10335315030","13,03%"
2022-05-25,"244,9",287.0,"1,171906901","0,037988155","1,133918745","16,74%",2022-05-25,"1 981,81940925591","13,26%"
2022-05-27,"255,3",296.0,"1,15942029","0,025487907","1,133932383","10,77%",2022-05-27,"2 058,09780208589","9,25%"
2022-05-30,"258,8",296.0,"1,14374034","0,009987737","1,133752603","9,04%",2022-05-30,"2 075,27673339248","8,18%"
2022-05-31,"253,1",291.0,"1,149743185","0,016036408","1,133706777","8,89%",2022-05-31,"2 042,63662706952","7,32%"
2022-06-01,"248,5",295.0,"1,187122736","0,053163936","1,1339588","8,21%",2022-06-01,"2 041,25767512039","5,65%"
2022-06-02,"254,1",299.0,"1,176702086","0,042716428","1,133985658","7,52%",2022-06-02,"2 075,67934535346","5,33%"
2022-06-03,"255,5",299.0,"1,170254403","0,036114282","1,134140121","2,94%",2022-06-03,"2 069,41414502160","1,32%"
2022-06-07,"256,8",299.0,"1,164330218","0,030073154","1,134257064","3,82%",2022-06-07,"2 074,21041785856","2,46%"
2022-06-08,"257,1",297.0,"1,155192532","0,02079208","1,134400452","1,24%",2022-06-08,"2 069,93346939779","0,87%"
2022-06-09,"249,7",293.0,"1,17340809","0,03865834","1,13474975","5,57%",2022-06-09,"2 044,05809843454","3,65%"
2022-06-10,"241,7",287.0,"1,187422424","0,052250944","1,135171481","11,05%",2022-06-10,"1 990,79513288905","7,77%"
2022-06-13,"237,7",282.0,"1,186369373","0,050848238","1,135521135","12,71%",2022-06-13,"1 956,50495086466","9,73%"
2022-06-14,"234,8",278.0,"1,183986371","0,048320227","1,135666144","13,80%",2022-06-14,"1 931,39049963705","10,59%"
2022-06-15,"240,3",282.0,"1,173533084","0,037846404","1,13568668","10,49%",2022-06-15,"1 946,86297996500","7,24%"
2022-06-16,"231,4",274.0,"1,184096802","0,048092112","1,13600469","15,56%",2022-06-16,"1 890,33317944465","11,71%"
2022-06-17,"228,7",272.0,"1,189331001","0,05294004","1,136390961","16,92%",2022-06-17,"1 884,26632722670","12,28%"
2022-06-20,"230,1",272.0,"1,182094741","0,045381148","1,136713593","17,99%",2022-06-20,"1 895,24447222569","13,41%"
2022-06-21,"231,8",273.0,"1,177739431","0,040715829","1,137023602","20,10%",2022-06-21,"1 903,38491902535","15,55%"
2022-06-22,"229,6",269.0,"1,171602787","0,034231073","1,137371715","21,60%",2022-06-22,"1 895,83825150833","17,30%"
2022-06-23,226,262.0,"1,159292035","0,021610772","1,137681263","23,50%",2022-06-23,"1 865,53942488449","18,52%"
2022-06-24,226,262.0,"1,159292035","0,021351193","1,137940843","25,49%",2022-06-24,"1 865,53942488449","18,78%"
2022-06-27,"235,6",272.0,"1,154499151","0,016239924","1,138259228","19,69%",2022-06-27,"1 924,84119118138","12,99%"
2022-06-28,"232,9",271.0,"1,163589523","0,025004109","1,138585415","24,17%",2022-06-28,"1 913,13808235223","14,20%"
2022-06-29,"233,4",271.0,"1,161096829","0,022268091","1,138828739","27,21%",2022-06-29,"1 908,30968590978","15,87%"
2022-06-30,"227,5",263.0,"1,156043956","0,017215063","1,138828893","31,43%",2022-06-30,"1 872,68159447183","18,29%"
2022-07-01,"230,4",265.0,"1,150173611","0,01138108","1,138792531","31,38%",2022-07-01,"1 875,93889540780","18,61%"
2022-07-04,229,268.0,"1,170305677","0,031305187","1,13900049","32,31%",2022-07-04,"1 893,55711106539","18,80%"
2022-07-05,"224,8",262.0,"1,165480427","0,026334804","1,139145623","33,45%",2022-07-05,"1 866,15946928113","20,55%"
2022-07-06,"230,9",268.0,"1,160675617","0,021300274","1,139375343","26,42%",2022-07-06,"1 918,67249674094","17,60%"
2022-07-07,"238,7",275.0,"1,152073733","0,012837043","1,13923669","22,37%",2022-07-07,"1 954,57926213777","15,10%"
2022-07-08,"240,8",278.0,"1,15448505","0,015179607","1,139305443","20,47%",2022-07-08,"1 971,03974028819","14,09%"
2022-07-11,"234,6",271.0,"1,155157715","0,0157395","1,139418215","23,40%",2022-07-11,"1 937,49001039712","15,94%"
2022-07-12,"239,2",277.0,"1,158026756","0,018336832","1,139689924","22,41%",2022-07-12,"1 968,80526351202","14,78%"
2022-07-13,"235,8",271.0,"1,14927905","0,009275142","1,140003908","23,37%",2022-07-13,"1 931,26735200578","16,46%"
2022-07-14,"231,5",266.0,"1,149028078","0,008921058","1,140107019","24,58%",2022-07-14,"1 903,50804087040","17,68%"
2022-07-15,"233,8",266.0,"1,137724551","-0,002243537","1,139968088","23,18%",2022-07-15,"1 903,82057839087","19,29%"
2022-07-18,"239,4",268.0,"1,11946533","-0,020105559","1,139570889","22,10%",2022-07-18,"1 930,50314151789","17,62%"
2022-07-19,"241,4",274.0,"1,135045568","-0,004384647","1,139430214","19,39%",2022-07-19,"1 961,11775880523","13,97%"
2022-07-20,"242,1",273.0,"1,127633209","-0,01150413","1,13913734","19,08%",2022-07-20,"1 961,31117572981","14,15%"
2022-07-21,"247,2",275.0,"1,112459547","-0,026454329","1,138913876","16,22%",2022-07-21,"1 975,96902921490","12,76%"
2022-07-22,"249,1",274.0,"1,099959855","-0,038487919","1,138447774","16,34%",2022-07-22,"1 979,69685396361","13,17%"
2022-07-25,"249,3",273.0,"1,095066185","-0,043248223","1,138314408","17,29%",2022-07-25,"1 970,88681145395","13,61%"
2022-07-26,"244,9",272.0,"1,110657411","-0,027748737","1,138406149","16,78%",2022-07-26,"1 962,96496321527","13,28%"
2022-07-27,"247,2",273.0,"1,104368932","-0,033996687","1,138365619","15,61%",2022-07-27,"1 971,37733897191","12,04%"
2022-07-28,253,277.0,"1,09486166","-0,043101441","1,137963101","13,72%",2022-07-28,"1 996,02372376880","11,72%"
2022-07-29,261,282.0,"1,08045977","-0,057148878","1,137608648","10,80%",2022-07-29,"2 032,52663868771","10,01%"
2022-08-01,"255,6",278.0,"1,087636933","-0,049590257","1,13722719","14,63%",2022-08-01,"2 011,11074118822","11,94%"
2022-08-02,"254,6",277.0,"1,087981147","-0,04912582","1,137106967","14,53%",2022-08-02,"1 993,92306309244","12,15%"
2022-08-03,"256,5",278.0,"1,083820663","-0,053055392","1,136876054","12,75%",2022-08-03,"2 005,57878024378","12,00%"
2022-08-04,"255,3",279.0,"1,092831962","-0,043756948","1,13658891","16,06%",2022-08-04,"2 020,82803848906","13,24%"
2022-08-05,"250,6",276.0,"1,101356744","-0,03504413","1,136400874","17,96%",2022-08-05,"1 998,57182230541","14,25%"
2022-08-08,"257,8",280.0,"1,086113266","-0,050086275","1,136199541","13,38%",2022-08-08,"2 017,15215818307","12,40%"
2022-08-09,"251,8",277.0,"1,100079428","-0,035989552","1,13606898","13,74%",2022-08-09,"1 987,68109871187","12,19%"
2022-08-10,"258,1",283.0,"1,096474235","-0,039346664","1,135820899","9,72%",2022-08-10,"2 025,48269129896","10,17%"
2022-08-11,"256,7",282.0,"1,098558629","-0,03716271","1,135721339","12,78%",2022-08-11,"2 024,48287823947","12,24%"
2022-08-12,"255,1",282.0,"1,105448844","-0,030399176","1,135848019","13,72%",2022-08-12,"2 032,51196015647","11,13%"
2022-08-15,"256,1",281.0,"1,097227645","-0,038576454","1,135804099","13,04%",2022-08-15,"2 036,66551857841","10,72%"
2022-08-16,"259,2",286.0,"1,103395062","-0,032466356","1,135861417","11,92%",2022-08-16,"2 058,93713410604","8,55%"
2022-08-17,"253,5",282.0,"1,112426036","-0,023587967","1,136014003","14,20%",2022-08-17,"2 034,76351134110","10,70%"
2022-08-18,"255,6",286.0,"1,118935837","-0,01727571","1,136211548","15,18%",2022-08-18,"2 053,33031855122","11,65%"
2022-08-19,251,284.0,"1,131474104","-0,00524245","1,136716554","17,61%",2022-08-19,"2 037,97279073788","12,52%"
2022-08-22,"247,4",277.0,"1,119644301","-0,017302312","1,136946613","19,64%",2022-08-22,"1 995,99212800667","15,50%"
2022-08-23,"242,9",278.0,"1,144503911","0,007080482","1,137423429","21,66%",2022-08-23,"1 985,63363804232","15,98%"
2022-08-24,245,276.0,"1,126530612","-0,011372655","1,137903268","19,51%",2022-08-24,"1 983,57621754093","16,05%"
2022-08-25,"246,7",276.0,"1,118767734","-0,019482305","1,138250039","17,31%",2022-08-25,"1 987,32048430358","15,71%"
2022-08-26,"237,9",273.0,"1,147540984","0,008653989","1,138886995","21,90%",2022-08-26,"1 956,16824766888","18,65%"
2022-08-29,"236,5",271.0,"1,145877378","0,006279734","1,139597644","22,83%",2022-08-29,"1 940,12573644678","19,21%"
2022-08-30,"237,5",272.0,"1,145263158","0,004985415","1,140277743","23,66%",2022-08-30,"1 942,42850726820","18,96%"
2022-08-31,"234,8",269.0,"1,145655877","0,004865415","1,140790463","27,17%",2022-08-31,"1 920,23409089226","20,96%"
2022-09-01,"226,2",259.0,"1,145004421","0,003788418","1,141216002","29,35%",2022-09-01,"1 875,48839557174","22,24%"
2022-09-02,"234,9",267.0,"1,136653895","-0,004678452","1,141332348","24,65%",2022-09-02,"1 925,03992746744","18,50%"
2022-09-05,231,260.0,"1,125541126","-0,015925509","1,141466634","25,11%",2022-09-05,"1 898,80577870603","19,32%"
2022-09-06,"229,4",259.0,"1,129032258","-0,012646018","1,141678276","25,41%",2022-09-06,"1 903,25157079881","17,45%"
2022-09-07,"228,9",260.0,"1,135867191","-0,006242368","1,142109558","24,99%",2022-09-07,"1 897,76218764280","17,95%"
2022-09-08,"230,8",261.0,"1,13084922","-0,011662696","1,142511916","24,83%",2022-09-08,"1 907,30512747869","17,68%"
2022-09-09,"234,2",265.0,"1,131511529","-0,011328676","1,142840204","24,85%",2022-09-09,"1 934,05636386056","16,96%"
2022-09-12,"238,9",271.0,"1,134365843","-0,008654142","1,143019985","22,65%",2022-09-12,"1 974,54150884095","15,71%"
2022-09-13,"233,5",267.0,"1,143468951","0,00014519","1,143323761","27,28%",2022-09-13,"1 938,22837368517","19,18%"
2022-09-14,"228,1",262.0,"1,148619027","0,005312277","1,14330675","29,77%",2022-09-14,"1 916,36352121489","19,74%"
2022-09-15,"230,8",264.0,"1,143847487","0,000939281","1,142908206","28,64%",2022-09-15,"1 911,78605487571","20,09%"
2022-09-16,"231,9",261.0,"1,125485123","-0,016923168","1,142408291","25,66%",2022-09-16,"1 881,50528444839","21,15%"
2022-09-19,"231,1",262.0,"1,133708351","-0,008093403","1,141801755","24,41%",2022-09-19,"1 877,91806325990","19,20%"
2022-09-20,"227,3",259.0,"1,139463264","-0,002086748","1,141550012","27,50%",2022-09-20,"1 856,66717477135","20,98%"
2022-09-21,"228,7",261.0,"1,141233056","-0,000312169","1,141545225","25,54%",2022-09-21,"1 878,77232272015","19,43%"
2022-09-22,"222,7",254.0,"1,140547822","-0,000814085","1,141361908","28,65%",2022-09-22,"1 837,91052727252","22,31%"
2022-09-23,"222,2",251.0,"1,129612961","-0,011285009","1,140897971","30,65%",2022-09-23,"1 817,96185639878","24,55%"
2022-09-26,"218,7",248.0,"1,13397348","-0,006677294","1,140650773","33,65%",2022-09-26,"1 811,78465102199","24,81%"
2022-09-27,"220,1",250.0,"1,135847342","-0,004777047","1,140624389","32,49%",2022-09-27,"1 829,37013524436","22,89%"
2022-09-28,"222,5",250.0,"1,123595506","-0,016587015","1,14018252","29,62%",2022-09-28,"1 838,76606437931","21,99%"
2022-09-29,"218,9",244.0,"1,11466423","-0,025125466","1,139789696","32,53%",2022-09-29,"1 794,38991716813","25,88%"
2022-09-30,"223,3",249.0,"1,115091805","-0,024294838","1,139386643","29,42%",2022-09-30,"1 828,97664685235","22,24%"
2022-10-03,"224,6",252.0,"1,121994657","-0,017263401","1,139258058","28,09%",2022-10-03,"1 839,50919509697","20,93%"
2022-10-04,"231,7",262.0,"1,130772551","-0,008370474","1,139143025","24,90%",2022-10-04,"1 909,64386924795","16,64%"
2022-10-05,"228,5",257.0,"1,124726477","-0,014089424","1,138815901","28,32%",2022-10-05,"1 882,92128507792","19,17%"
2022-10-06,"230,6",257.0,"1,114483955","-0,023848963","1,138332917","29,01%",2022-10-06,"1 883,03840753892","19,97%"
2022-10-07,"220,8",252.0,"1,141304348","0,003230514","1,138073834","34,51%",2022-10-07,"1 841,76798960468","21,36%"
2022-10-10,"217,6",252.0,"1,158088235","0,019960166","1,138128069","38,37%",2022-10-10,"1 836,90676747831","22,71%"
2022-10-11,"219,7",254.0,"1,156121985","0,018109773","1,138012212","36,82%",2022-10-11,"1 834,09818546047","22,89%"
2022-10-12,"217,6",254.0,"1,167279412","0,02904578","1,138233632","36,99%",2022-10-12,"1 834,36031924476","22,71%"
2022-10-13,225,255.0,"1,133333333","-0,004820528","1,138153861","32,04%",2022-10-13,"1 856,86129125055","20,64%"
2022-10-14,"224,5",259.0,"1,153674833","0,015442098","1,138232735","29,93%",2022-10-14,"1 869,02463988911","18,93%"
2022-10-17,"231,3",265.0,"1,145698227","0,007724984","1,137973243","24,64%",2022-10-17,"1 908,37618098885","15,10%"
2022-10-18,"236,7",271.0,"1,144909168","0,007079599","1,137829569","22,90%",2022-10-18,"1 938,55662019567","13,98%"
2022-10-19,234,271.0,"1,158119658","0,02014772","1,137971938","24,87%",2022-10-19,"1 926,43657358052","14,71%"
2022-10-20,"236,5",266.0,"1,124735729","-0,01298861","1,137724339","22,37%",2022-10-20,"1 905,99140904321","15,13%"
2022-10-21,237,268.0,"1,130801688","-0,006365018","1,137166705","22,62%",2022-10-21,"1 901,50643910524","16,20%"
2022-10-24,"241,7",272.0,"1,125362019","-0,011296369","1,136658388","20,56%",2022-10-24,"1 938,73486294563","14,67%"
2022-10-25,248,273.0,"1,100806452","-0,035164333","1,135970784","16,13%",2022-10-25,"1 965,28799790726","12,12%"
2022-10-26,"246,6",275.0,"1,115166261","-0,020317751","1,135484013","16,46%",2022-10-26,"1 970,06457036264","11,84%"
